pair_id,design_id,operational_id,Hnode,Hlink,hashrate_concentration,validator_count,number_of_attackers,block_creation_interval,max_block_size,inbound_connections,outbound_connections
20805,209,5,0.4175,0.355,0.7125,230,18,777,3.994239591,122,2
20806,209,6,0.585,0.295,0.3525,555,102,777,3.994239591,122,2
20807,209,7,0.175,0.0875,0.2925,617,99,777,3.994239591,122,2
20808,209,8,0.3675,0.0525,0.6975,832,29,777,3.994239591,122,2
20809,209,9,0.075,0.2075,0.1875,648,153,777,3.994239591,122,2
20810,209,10,0.43,0.1825,0.5175,516,90,777,3.994239591,122,2
20811,209,11,0.4225,0.1025,0.48,581,22,777,3.994239591,122,2
20812,209,12,0.0875,0.3175,0.195,781,36,777,3.994239591,122,2
20813,209,13,0.595,0.1375,0.255,227,11,777,3.994239591,122,2
20814,209,14,0.375,0.2275,0.3225,445,32,777,3.994239591,122,2
20815,209,15,0.27,0.2425,0.075,280,33,777,3.994239591,122,2
20816,209,16,0.44,0.2525,0.465,673,136,777,3.994239591,122,2
20817,209,17,0.2075,0.24,0.51,901,75,777,3.994239591,122,2
20818,209,18,0.1975,0.14,0.1725,123,18,777,3.994239591,122,2
20819,209,19,0.115,0.185,0.0975,663,18,777,3.994239591,122,2
20820,209,20,0.3575,0.3225,0.6,183,26,777,3.994239591,122,2
20821,209,21,0.1525,0.15,0.7275,592,131,777,3.994239591,122,2
20822,209,22,0.4675,0.085,0.5925,975,136,777,3.994239591,122,2
20823,209,23,0.2975,0.105,0.75,869,7,777,3.994239591,122,2
20824,209,24,0.33,0.2575,0.3975,719,165,777,3.994239591,122,2
20825,209,25,0.5775,0.0975,0.705,385,44,777,3.994239591,122,2
20826,209,26,0.18,0.1675,0.6825,290,25,777,3.994239591,122,2
20827,209,27,0.3125,0.1925,0.285,539,53,777,3.994239591,122,2
20828,209,28,0.4575,0.3025,0.555,398,81,777,3.994239591,122,2
20829,209,29,0.48,0.3725,0.7975,550,66,777,3.994239591,122,2
20830,209,30,0.2125,0.1725,0.2175,405,10,777,3.994239591,122,2
20831,209,31,0.5125,0.155,0.615,750,43,777,3.994239591,122,2
20832,209,32,0.3625,0.3775,0.105,569,33,777,3.994239591,122,2
20833,209,33,0.185,0.33,0.0675,910,119,777,3.994239591,122,2
20834,209,34,0.0525,0.125,0.5325,741,118,777,3.994239591,122,2
20835,209,35,0.13,0.2,0.315,974,5,777,3.994239591,122,2
20836,209,36,0.5625,0.1975,0.495,788,73,777,3.994239591,122,2
20837,209,37,0.22,0.3875,0.3375,191,26,777,3.994239591,122,2
20838,209,38,0.485,0.095,0.33,162,13,777,3.994239591,122,2
20839,209,39,0.4125,0.26,0.27,682,92,777,3.994239591,122,2
20840,209,40,0.285,0.215,0.36,252,16,777,3.994239591,122,2
20841,209,41,0.5725,0.065,0.09,767,172,777,3.994239591,122,2
20842,209,42,0.08,0.06,0.5775,319,33,777,3.994239591,122,2
20843,209,43,0.0925,0.145,0.79,360,54,777,3.994239591,122,2
20844,209,44,0.1925,0.25,0.6225,336,61,777,3.994239591,122,2
20845,209,45,0.12,0.3125,0.525,200,50,777,3.994239591,122,2
20846,209,46,0.07,0.36,0.2625,500,93,777,3.994239591,122,2
20847,209,47,0.1025,0.345,0.39,456,55,777,3.994239591,122,2
20848,209,48,0.395,0.21,0.775,169,29,777,3.994239591,122,2
20849,209,49,0.5225,0.13,0.5025,342,1,777,3.994239591,122,2
20850,209,50,0.1425,0.4,0.345,578,56,777,3.994239591,122,2
20851,209,51,0.2575,0.3475,0.4575,851,133,777,3.994239591,122,2
20852,209,52,0.325,0.115,0.6075,430,82,777,3.994239591,122,2
20853,209,53,0.39,0.2825,0.2775,304,1,777,3.994239591,122,2
20854,209,54,0.2475,0.1075,0.0525,534,110,777,3.994239591,122,2
20855,209,55,0.555,0.245,0.5475,146,4,777,3.994239591,122,2
20856,209,56,0.23,0.055,0.3675,708,53,777,3.994239591,122,2
20857,209,57,0.1475,0.0775,0.5625,506,31,777,3.994239591,122,2
20858,209,58,0.3025,0.285,0.1275,330,77,777,3.994239591,122,2
20859,209,59,0.55,0.3525,0.2475,693,64,777,3.994239591,122,2
20860,209,60,0.4025,0.38,0.165,837,176,777,3.994239591,122,2
20861,209,61,0.5675,0.1625,0.405,636,81,777,3.994239591,122,2
20862,209,62,0.2425,0.305,0.7825,695,88,777,3.994239591,122,2
20863,209,63,0.495,0.2775,0.3,370,54,777,3.994239591,122,2
20864,209,64,0.1075,0.275,0.42,887,171,777,3.994239591,122,2
20865,209,65,0.17,0.2175,0.24,418,95,777,3.994239591,122,2
20866,209,66,0.28,0.1475,0.18,993,65,777,3.994239591,122,2
20867,209,67,0.4725,0.3,0.2025,794,8,777,3.994239591,122,2
20868,209,68,0.275,0.2325,0.63,526,21,777,3.994239591,122,2
20869,209,69,0.54,0.3625,0.4275,961,18,777,3.994239591,122,2
20870,209,70,0.29,0.3375,0.2325,244,48,777,3.994239591,122,2
20871,209,71,0.4625,0.235,0.1125,730,112,777,3.994239591,122,2
20872,209,72,0.5175,0.2025,0.1425,206,41,777,3.994239591,122,2
20873,209,73,0.235,0.07,0.4425,283,61,777,3.994239591,122,2
20874,209,74,0.0975,0.12,0.12,213,19,777,3.994239591,122,2
20875,209,75,0.225,0.2875,0.66,808,174,777,3.994239591,122,2
20876,209,76,0.5,0.2625,0.7575,878,61,777,3.994239591,122,2
20877,209,77,0.3075,0.18,0.3075,857,211,777,3.994239591,122,2
20878,209,78,0.2025,0.31,0.585,626,48,777,3.994239591,122,2
20879,209,79,0.38,0.175,0.375,139,24,777,3.994239591,122,2
20880,209,80,0.1375,0.365,0.69,956,218,777,3.994239591,122,2
20881,209,81,0.34,0.1575,0.4875,448,55,777,3.994239591,122,2
20882,209,82,0.2525,0.34,0.45,393,6,777,3.994239591,122,2
20883,209,83,0.59,0.3975,0.4125,313,68,777,3.994239591,122,2
20884,209,84,0.435,0.3275,0.6375,822,86,777,3.994239591,122,2
20885,209,85,0.385,0.1325,0.3825,915,220,777,3.994239591,122,2
20886,209,86,0.535,0.37,0.15,354,58,777,3.994239591,122,2
20887,209,87,0.06,0.2925,0.4725,154,8,777,3.994239591,122,2
20888,209,88,0.4075,0.165,0.225,865,95,777,3.994239591,122,2
20889,209,89,0.4525,0.0625,0.6525,256,61,777,3.994239591,122,2
20890,209,90,0.065,0.2225,0.72,760,41,777,3.994239591,122,2
20891,209,91,0.6,0.225,0.645,934,137,777,3.994239591,122,2
20892,209,92,0.5075,0.1125,0.21,922,158,777,3.994239591,122,2
20893,209,93,0.445,0.08,0.0825,482,52,777,3.994239591,122,2
20894,209,94,0.2625,0.1225,0.6675,655,127,777,3.994239591,122,2
20895,209,95,0.335,0.39,0.57,725,23,777,3.994239591,122,2
20896,209,96,0.3475,0.395,0.54,987,163,777,3.994239591,122,2
20897,209,97,0.5275,0.19,0.735,491,104,777,3.994239591,122,2
20898,209,98,0.125,0.09,0.435,802,144,777,3.994239591,122,2
20899,209,99,0.3525,0.0725,0.1575,610,10,777,3.994239591,122,2
20900,209,100,0.3175,0.27,0.7675,429,18,777,3.994239591,122,2
20901,210,1,0.555,0.34,0.6175,774,24,611,6.216050038,106,8
20902,210,2,0.5725,0.2025,0.5725,831,143,611,6.216050038,106,8
20903,210,3,0.39,0.075,0.5425,412,55,611,6.216050038,106,8
20904,210,4,0.24,0.2125,0.76,482,69,611,6.216050038,106,8
20905,210,5,0.125,0.3075,0.655,897,194,611,6.216050038,106,8
20906,210,6,0.395,0.1575,0.0525,469,85,611,6.216050038,106,8
20907,210,7,0.0675,0.09,0.295,829,174,611,6.216050038,106,8
20908,210,8,0.5225,0.3925,0.7525,632,126,611,6.216050038,106,8
20909,210,9,0.185,0.0675,0.2025,233,52,611,6.216050038,106,8
20910,210,10,0.46,0.065,0.445,970,179,611,6.216050038,106,8
20911,210,11,0.565,0.295,0.4525,514,54,611,6.216050038,106,8
20912,210,12,0.6,0.125,0.67,257,53,611,6.216050038,106,8
20913,210,13,0.4275,0.195,0.2575,223,10,611,6.216050038,106,8
20914,210,14,0.35,0.29,0.6775,735,9,611,6.216050038,106,8
20915,210,15,0.2225,0.1675,0.1875,387,8,611,6.216050038,106,8
20916,210,16,0.3,0.375,0.7675,946,74,611,6.216050038,106,8
20917,210,17,0.075,0.33,0.265,209,12,611,6.216050038,106,8
20918,210,18,0.5,0.18,0.6925,869,104,611,6.216050038,106,8
20919,210,19,0.495,0.2575,0.73,182,16,611,6.216050038,106,8
20920,210,20,0.0575,0.2625,0.64,377,63,611,6.216050038,106,8
20921,210,21,0.4325,0.3125,0.1425,687,62,611,6.216050038,106,8
20922,210,22,0.305,0.255,0.475,529,6,611,6.216050038,106,8
20923,210,23,0.1725,0.4,0.4825,779,193,611,6.216050038,106,8
20924,210,24,0.1075,0.2875,0.4675,588,94,611,6.216050038,106,8
20925,210,25,0.41,0.2475,0.745,976,188,611,6.216050038,106,8
20926,210,26,0.4225,0.0975,0.43,194,29,611,6.216050038,106,8
20927,210,27,0.3275,0.22,0.2875,757,175,611,6.216050038,106,8
20928,210,28,0.2125,0.2825,0.625,804,122,611,6.216050038,106,8
20929,210,29,0.4725,0.235,0.5275,295,72,611,6.216050038,106,8
20930,210,30,0.1175,0.2,0.7,248,9,611,6.216050038,106,8
20931,210,31,0.3125,0.2225,0.595,887,114,611,6.216050038,106,8
20932,210,32,0.0975,0.205,0.385,506,100,611,6.216050038,106,8
20933,210,33,0.405,0.2375,0.3475,790,132,611,6.216050038,106,8
20934,210,34,0.1675,0.1875,0.105,649,146,611,6.216050038,106,8
20935,210,35,0.23,0.365,0.235,571,107,611,6.216050038,106,8
20936,210,36,0.3825,0.3325,0.6325,123,29,611,6.216050038,106,8
20937,210,37,0.085,0.1025,0.7975,703,78,611,6.216050038,106,8
20938,210,38,0.235,0.1775,0.1725,677,63,611,6.216050038,106,8
20939,210,39,0.445,0.1075,0.685,846,52,611,6.216050038,106,8
20940,210,40,0.2725,0.0825,0.34,524,124,611,6.216050038,106,8
20941,210,41,0.4175,0.39,0.21,903,17,611,6.216050038,106,8
20942,210,42,0.2625,0.24,0.15,126,18,611,6.216050038,106,8
20943,210,43,0.55,0.36,0.5125,447,95,611,6.216050038,106,8
20944,210,44,0.4775,0.3725,0.505,710,87,611,6.216050038,106,8
20945,210,45,0.51,0.395,0.0825,279,49,611,6.216050038,106,8
20946,210,46,0.3775,0.3675,0.4,617,31,611,6.216050038,106,8
20947,210,47,0.2775,0.35,0.58,197,42,611,6.216050038,106,8
20948,210,48,0.13,0.11,0.2425,309,37,611,6.216050038,106,8
20949,210,49,0.25,0.315,0.3025,852,47,611,6.216050038,106,8
20950,210,50,0.335,0.355,0.3175,369,37,611,6.216050038,106,8
20951,210,51,0.3225,0.1,0.06,636,34,611,6.216050038,106,8
20952,210,52,0.5875,0.28,0.3925,404,7,611,6.216050038,106,8
20953,210,53,0.295,0.27,0.1125,232,52,611,6.216050038,106,8
20954,210,54,0.3175,0.185,0.3775,171,32,611,6.216050038,106,8
20955,210,55,0.56,0.16,0.61,662,56,611,6.216050038,106,8
20956,210,56,0.2,0.1275,0.715,719,127,611,6.216050038,106,8
20957,210,57,0.2175,0.12,0.49,317,15,611,6.216050038,106,8
20958,210,58,0.5325,0.245,0.37,559,40,611,6.216050038,106,8
20959,210,59,0.4875,0.0625,0.195,269,21,611,6.216050038,106,8
20960,210,60,0.4825,0.1625,0.2175,962,233,611,6.216050038,106,8
20961,210,61,0.4,0.3375,0.09,881,111,611,6.216050038,106,8
20962,210,62,0.2575,0.1525,0.46,937,190,611,6.216050038,106,8
20963,210,63,0.2075,0.0575,0.415,916,81,611,6.216050038,106,8
20964,210,64,0.5925,0.2775,0.18,343,54,611,6.216050038,106,8
20965,210,65,0.0625,0.1425,0.565,801,2,611,6.216050038,106,8
20966,210,66,0.5825,0.3225,0.3325,747,170,611,6.216050038,106,8
20967,210,67,0.5775,0.0925,0.12,861,132,611,6.216050038,106,8
20968,210,68,0.29,0.145,0.2275,696,110,611,6.216050038,106,8
20969,210,69,0.19,0.3425,0.7075,351,46,611,6.216050038,106,8
20970,210,70,0.455,0.325,0.7825,285,1,611,6.216050038,106,8
20971,210,71,0.5275,0.1175,0.4975,545,74,611,6.216050038,106,8
20972,210,72,0.145,0.08,0.775,154,25,611,6.216050038,106,8
20973,210,73,0.4675,0.3,0.31,168,19,611,6.216050038,106,8
20974,210,74,0.09,0.23,0.0675,820,52,611,6.216050038,106,8
20975,210,75,0.245,0.3175,0.79,656,117,611,6.216050038,106,8
20976,210,76,0.08,0.175,0.5575,424,103,611,6.216050038,106,8
20977,210,77,0.2675,0.385,0.55,267,9,611,6.216050038,106,8
20978,210,78,0.1575,0.265,0.52,986,72,611,6.216050038,106,8
20979,210,79,0.345,0.305,0.25,429,86,611,6.216050038,106,8
20980,210,80,0.545,0.14,0.0975,141,15,611,6.216050038,106,8
20981,210,81,0.34,0.085,0.535,610,66,611,6.216050038,106,8
20982,210,82,0.355,0.135,0.7225,576,135,611,6.216050038,106,8
20983,210,83,0.0525,0.3775,0.135,460,52,611,6.216050038,106,8
20984,210,84,0.18,0.3575,0.4375,146,12,611,6.216050038,106,8
20985,210,85,0.3725,0.17,0.6625,326,32,611,6.216050038,106,8
20986,210,86,0.505,0.1925,0.28,595,4,611,6.216050038,106,8
20987,210,87,0.45,0.2525,0.1575,600,131,611,6.216050038,106,8
20988,210,88,0.3625,0.05,0.1275,764,18,611,6.216050038,106,8
20989,210,89,0.3675,0.2275,0.5875,400,27,611,6.216050038,106,8
20990,210,90,0.135,0.2725,0.3625,731,72,611,6.216050038,106,8
20991,210,91,0.1125,0.15,0.4225,113,1,611,6.216050038,106,8
20992,210,92,0.14,0.2975,0.075,538,16,611,6.216050038,106,8
20993,210,93,0.1525,0.1325,0.355,952,40,611,6.216050038,106,8
20994,210,94,0.195,0.3825,0.325,479,70,611,6.216050038,106,8
20995,210,95,0.44,0.115,0.4075,362,69,611,6.216050038,106,8
20996,210,96,0.1025,0.3475,0.165,926,131,611,6.216050038,106,8
20997,210,97,0.285,0.055,0.6475,444,11,611,6.216050038,106,8
20998,210,98,0.515,0.21,0.2725,992,37,611,6.216050038,106,8
20999,210,99,0.1625,0.2175,0.6025,338,23,611,6.216050038,106,8
21000,210,100,0.5375,0.0725,0.7375,497,23,611,6.216050038,106,8
21001,211,1,0.325,0.155,0.635,639,104,1165,0.675687976,68,4
21002,211,2,0.5125,0.0925,0.4325,137,13,1165,0.675687976,68,4
21003,211,3,0.285,0.195,0.705,192,12,1165,0.675687976,68,4
21004,211,4,0.43,0.065,0.2825,704,44,1165,0.675687976,68,4
21005,211,5,0.5175,0.135,0.59,623,70,1165,0.675687976,68,4
21006,211,6,0.34,0.21,0.05,102,11,1165,0.675687976,68,4
21007,211,7,0.175,0.075,0.2225,879,130,1165,0.675687976,68,4
21008,211,8,0.395,0.2825,0.65,608,122,1165,0.675687976,68,4
21009,211,9,0.06,0.2325,0.575,457,67,1165,0.675687976,68,4
21010,211,10,0.485,0.1,0.665,291,68,1165,0.675687976,68,4
21011,211,11,0.3575,0.0775,0.1475,570,121,1165,0.675687976,68,4
21012,211,12,0.4725,0.2225,0.35,858,56,1165,0.675687976,68,4
21013,211,13,0.29,0.37,0.2525,436,37,1165,0.675687976,68,4
21014,211,14,0.595,0.385,0.185,775,151,1165,0.675687976,68,4
21015,211,15,0.4575,0.25,0.6275,271,3,1165,0.675687976,68,4
21016,211,16,0.4675,0.3425,0.215,251,57,1165,0.675687976,68,4
21017,211,17,0.2125,0.23,0.1325,615,28,1165,0.675687976,68,4
21018,211,18,0.38,0.15,0.795,212,39,1165,0.675687976,68,4
21019,211,19,0.165,0.1775,0.2,334,45,1165,0.675687976,68,4
21020,211,20,0.3075,0.3,0.38,911,113,1165,0.675687976,68,4
21021,211,21,0.2525,0.3175,0.26,783,5,1165,0.675687976,68,4
21022,211,22,0.5825,0.1675,0.7275,228,8,1165,0.675687976,68,4
21023,211,23,0.225,0.16,0.17,429,29,1165,0.675687976,68,4
21024,211,24,0.1425,0.35,0.6125,815,31,1165,0.675687976,68,4
21025,211,25,0.54,0.2375,0.305,109,26,1165,0.675687976,68,4
21026,211,26,0.135,0.1125,0.4625,91,1,1165,0.675687976,68,4
21027,211,27,0.5775,0.1175,0.11,164,31,1165,0.675687976,68,4
21028,211,28,0.4075,0.1725,0.68,977,91,1165,0.675687976,68,4
21029,211,29,0.2575,0.215,0.7875,754,2,1165,0.675687976,68,4
21030,211,30,0.08,0.17,0.4025,664,70,1165,0.675687976,68,4
21031,211,31,0.435,0.3775,0.29,161,24,1165,0.675687976,68,4
21032,211,32,0.2025,0.2725,0.2675,635,59,1165,0.675687976,68,4
21033,211,33,0.385,0.305,0.5225,578,11,1165,0.675687976,68,4
21034,211,34,0.45,0.325,0.4775,895,210,1165,0.675687976,68,4
21035,211,35,0.3125,0.335,0.78,530,81,1165,0.675687976,68,4
21036,211,36,0.535,0.375,0.4175,986,16,1165,0.675687976,68,4
21037,211,37,0.545,0.2975,0.0575,677,94,1165,0.675687976,68,4
21038,211,38,0.1925,0.3575,0.6875,419,10,1165,0.675687976,68,4
21039,211,39,0.55,0.245,0.6575,794,145,1165,0.675687976,68,4
21040,211,40,0.0925,0.205,0.7125,80,16,1165,0.675687976,68,4
21041,211,41,0.115,0.19,0.095,505,125,1165,0.675687976,68,4
21042,211,42,0.4025,0.2925,0.1925,76,3,1165,0.675687976,68,4
21043,211,43,0.495,0.3475,0.5675,495,27,1165,0.675687976,68,4
21044,211,44,0.125,0.275,0.695,553,124,1165,0.675687976,68,4
21045,211,45,0.13,0.34,0.1175,841,99,1165,0.675687976,68,4
21046,211,46,0.335,0.265,0.2375,994,175,1165,0.675687976,68,4
21047,211,47,0.4175,0.4,0.1025,518,30,1165,0.675687976,68,4
21048,211,48,0.24,0.315,0.5375,319,60,1165,0.675687976,68,4
21049,211,49,0.4125,0.06,0.7575,904,45,1165,0.675687976,68,4
21050,211,50,0.28,0.11,0.425,594,66,1165,0.675687976,68,4
21051,211,51,0.5075,0.365,0.7425,748,124,1165,0.675687976,68,4
21052,211,52,0.22,0.0575,0.485,149,32,1165,0.675687976,68,4
21053,211,53,0.23,0.085,0.6725,827,99,1165,0.675687976,68,4
21054,211,54,0.6,0.1975,0.455,879,48,1165,0.675687976,68,4
21055,211,55,0.0525,0.1525,0.5075,721,24,1165,0.675687976,68,4
21056,211,56,0.345,0.2025,0.5,686,136,1165,0.675687976,68,4
21057,211,57,0.5675,0.3075,0.72,649,53,1165,0.675687976,68,4
21058,211,58,0.12,0.36,0.335,590,113,1165,0.675687976,68,4
21059,211,59,0.5275,0.1425,0.245,473,1,1165,0.675687976,68,4
21060,211,60,0.0875,0.3925,0.735,673,91,1165,0.675687976,68,4
21061,211,61,0.5,0.09,0.0875,814,69,1165,0.675687976,68,4
21062,211,62,0.3175,0.1025,0.0725,307,9,1165,0.675687976,68,4
21063,211,63,0.5725,0.0675,0.5975,447,76,1165,0.675687976,68,4
21064,211,64,0.1475,0.2875,0.515,936,73,1165,0.675687976,68,4
21065,211,65,0.1525,0.095,0.7725,800,194,1165,0.675687976,68,4
21066,211,66,0.3025,0.0725,0.545,361,15,1165,0.675687976,68,4
21067,211,67,0.1975,0.1375,0.53,464,115,1165,0.675687976,68,4
21068,211,68,0.075,0.2475,0.23,181,4,1165,0.675687976,68,4
21069,211,69,0.07,0.1075,0.1625,969,173,1165,0.675687976,68,4
21070,211,70,0.3525,0.395,0.4475,133,10,1165,0.675687976,68,4
21071,211,71,0.1575,0.31,0.08,352,62,1165,0.675687976,68,4
21072,211,72,0.2075,0.27,0.5825,175,28,1165,0.675687976,68,4
21073,211,73,0.2625,0.185,0.3425,277,35,1165,0.675687976,68,4
21074,211,74,0.49,0.3275,0.765,121,16,1165,0.675687976,68,4
21075,211,75,0.27,0.3875,0.62,946,215,1165,0.675687976,68,4
21076,211,76,0.445,0.2275,0.125,409,64,1165,0.675687976,68,4
21077,211,77,0.065,0.3225,0.41,207,43,1165,0.675687976,68,4
21078,211,78,0.59,0.28,0.3275,327,33,1165,0.675687976,68,4
21079,211,79,0.2975,0.145,0.2975,696,152,1165,0.675687976,68,4
21080,211,80,0.275,0.29,0.3725,377,92,1165,0.675687976,68,4
21081,211,81,0.5625,0.3525,0.395,479,103,1165,0.675687976,68,4
21082,211,82,0.2475,0.2125,0.065,934,192,1165,0.675687976,68,4
21083,211,83,0.5225,0.255,0.47,369,52,1165,0.675687976,68,4
21084,211,84,0.4775,0.1875,0.1775,543,16,1165,0.675687976,68,4
21085,211,85,0.4625,0.18,0.4925,507,62,1165,0.675687976,68,4
21086,211,86,0.44,0.1325,0.3575,402,82,1165,0.675687976,68,4
21087,211,87,0.17,0.3675,0.155,238,26,1165,0.675687976,68,4
21088,211,88,0.1025,0.2625,0.3125,918,47,1165,0.675687976,68,4
21089,211,89,0.235,0.3825,0.605,221,22,1165,0.675687976,68,4
21090,211,90,0.0975,0.0825,0.6425,386,34,1165,0.675687976,68,4
21091,211,91,0.18,0.24,0.44,862,137,1165,0.675687976,68,4
21092,211,92,0.1075,0.1275,0.32,262,18,1165,0.675687976,68,4
21093,211,93,0.33,0.12,0.56,737,106,1165,0.675687976,68,4
21094,211,94,0.185,0.0525,0.3875,548,7,1165,0.675687976,68,4
21095,211,95,0.555,0.125,0.365,960,126,1165,0.675687976,68,4
21096,211,96,0.4225,0.22,0.5525,844,187,1165,0.675687976,68,4
21097,211,97,0.39,0.1625,0.2075,762,179,1165,0.675687976,68,4
21098,211,98,0.3675,0.3325,0.14,721,18,1165,0.675687976,68,4
21099,211,99,0.3725,0.05,0.275,296,50,1165,0.675687976,68,4
21100,211,100,0.3625,0.2575,0.75,342,25,1165,0.675687976,68,4
21101,212,1,0.5725,0.1725,0.4325,726,119,936,6.029101533,119,6
21102,212,2,0.3625,0.2225,0.5975,374,50,936,6.029101533,119,6
21103,212,3,0.27,0.0975,0.32,849,188,936,6.029101533,119,6
21104,212,4,0.32,0.3075,0.72,769,124,936,6.029101533,119,6
21105,212,5,0.58,0.295,0.3575,523,26,936,6.029101533,119,6
21106,212,6,0.175,0.2325,0.795,173,36,936,6.029101533,119,6
21107,212,7,0.4025,0.1775,0.2675,516,61,936,6.029101533,119,6
21108,212,8,0.37,0.1125,0.305,297,13,936,6.029101533,119,6
21109,212,9,0.4625,0.25,0.3125,943,87,936,6.029101533,119,6
21110,212,10,0.3575,0.23,0.245,772,146,936,6.029101533,119,6
21111,212,11,0.42,0.0675,0.05,399,67,936,6.029101533,119,6
21112,212,12,0.43,0.0575,0.78,873,11,936,6.029101533,119,6
21113,212,13,0.0875,0.355,0.29,611,62,936,6.029101533,119,6
21114,212,14,0.1825,0.345,0.6275,283,18,936,6.029101533,119,6
21115,212,15,0.0775,0.3125,0.71,383,13,936,6.029101533,119,6
21116,212,16,0.0925,0.265,0.3425,224,44,936,6.029101533,119,6
21117,212,17,0.5675,0.2475,0.5675,243,6,936,6.029101533,119,6
21118,212,18,0.3425,0.07,0.605,677,161,936,6.029101533,119,6
21119,212,19,0.105,0.2675,0.7575,709,86,936,6.029101533,119,6
21120,212,20,0.49,0.215,0.4025,714,154,936,6.029101533,119,6
21121,212,21,0.3025,0.0775,0.1475,998,108,936,6.029101533,119,6
21122,212,22,0.4675,0.1525,0.26,253,45,936,6.029101533,119,6
21123,212,23,0.485,0.2725,0.395,406,32,936,6.029101533,119,6
21124,212,24,0.215,0.0625,0.425,483,60,936,6.029101533,119,6
21125,212,25,0.28,0.3725,0.665,788,22,936,6.029101533,119,6
21126,212,26,0.2375,0.29,0.44,867,64,936,6.029101533,119,6
21127,212,27,0.3075,0.37,0.0875,365,39,936,6.029101533,119,6
21128,212,28,0.545,0.2075,0.1925,190,12,936,6.029101533,119,6
21129,212,29,0.335,0.135,0.1025,433,4,936,6.029101533,119,6
21130,212,30,0.59,0.3,0.7275,305,66,936,6.029101533,119,6
21131,212,31,0.2025,0.3875,0.59,855,160,936,6.029101533,119,6
21132,212,32,0.39,0.12,0.455,816,202,936,6.029101533,119,6
21133,212,33,0.3475,0.2775,0.1775,730,17,936,6.029101533,119,6
21134,212,34,0.5575,0.26,0.065,897,209,936,6.029101533,119,6
21135,212,35,0.5625,0.0525,0.4625,357,68,936,6.029101533,119,6
21136,212,36,0.225,0.1575,0.735,659,90,936,6.029101533,119,6
21137,212,37,0.2925,0.1375,0.3725,603,119,936,6.029101533,119,6
21138,212,38,0.21,0.17,0.2375,228,17,936,6.029101533,119,6
21139,212,39,0.325,0.19,0.3875,905,53,936,6.029101533,119,6
21140,212,40,0.4525,0.335,0.1325,921,131,936,6.029101533,119,6
21141,212,41,0.425,0.1025,0.65,207,50,936,6.029101533,119,6
21142,212,42,0.4575,0.36,0.6575,531,43,936,6.029101533,119,6
21143,212,43,0.4475,0.395,0.23,391,90,936,6.029101533,119,6
21144,212,44,0.1425,0.06,0.575,317,37,936,6.029101533,119,6
21145,212,45,0.17,0.05,0.095,747,134,936,6.029101533,119,6
21146,212,46,0.2425,0.3275,0.365,335,83,936,6.029101533,119,6
21147,212,47,0.33,0.3375,0.7875,507,92,936,6.029101533,119,6
21148,212,48,0.125,0.0875,0.2075,589,86,936,6.029101533,119,6
21149,212,49,0.0975,0.105,0.62,491,85,936,6.029101533,119,6
21150,212,50,0.11,0.3325,0.0575,465,20,936,6.029101533,119,6
21151,212,51,0.2525,0.255,0.4475,564,97,936,6.029101533,119,6
21152,212,52,0.3525,0.3425,0.515,195,44,936,6.029101533,119,6
21153,212,53,0.435,0.2575,0.4775,215,7,936,6.029101533,119,6
21154,212,54,0.38,0.1975,0.11,556,20,936,6.029101533,119,6
21155,212,55,0.48,0.165,0.765,841,125,936,6.029101533,119,6
21156,212,56,0.53,0.205,0.6125,974,11,936,6.029101533,119,6
21157,212,57,0.495,0.1825,0.53,444,90,936,6.029101533,119,6
21158,212,58,0.6,0.32,0.185,666,88,936,6.029101533,119,6
21159,212,59,0.54,0.285,0.635,887,163,936,6.029101533,119,6
21160,212,60,0.115,0.08,0.4175,136,12,936,6.029101533,119,6
21161,212,61,0.1475,0.225,0.695,543,125,936,6.029101533,119,6
21162,212,62,0.375,0.3525,0.485,926,180,936,6.029101533,119,6
21163,212,63,0.265,0.1275,0.35,690,49,936,6.029101533,119,6
21164,212,64,0.22,0.1875,0.215,985,209,936,6.029101533,119,6
21165,212,65,0.0825,0.38,0.38,976,150,936,6.029101533,119,6
21166,212,66,0.06,0.195,0.125,325,66,936,6.029101533,119,6
21167,212,67,0.1875,0.095,0.5525,956,37,936,6.029101533,119,6
21168,212,68,0.44,0.235,0.2975,474,75,936,6.029101533,119,6
21169,212,69,0.595,0.0925,0.7025,450,30,936,6.029101533,119,6
21170,212,70,0.1925,0.24,0.08,829,56,936,6.029101533,119,6
21171,212,71,0.1325,0.3625,0.1625,695,165,936,6.029101533,119,6
21172,212,72,0.585,0.085,0.335,789,82,936,6.029101533,119,6
21173,212,73,0.2475,0.3975,0.5075,534,10,936,6.029101533,119,6
21174,212,74,0.385,0.31,0.1175,288,43,936,6.029101533,119,6
21175,212,75,0.3975,0.325,0.6725,959,109,936,6.029101533,119,6
21176,212,76,0.055,0.145,0.17,878,43,936,6.029101533,119,6
21177,212,77,0.535,0.1225,0.0725,165,23,936,6.029101533,119,6
21178,212,78,0.5075,0.155,0.14,573,125,936,6.029101533,119,6
21179,212,79,0.165,0.1475,0.5,155,22,936,6.029101533,119,6
21180,212,80,0.16,0.1625,0.3275,348,1,936,6.029101533,119,6
21181,212,81,0.23,0.1175,0.75,277,15,936,6.029101533,119,6
21182,212,82,0.12,0.2175,0.5225,808,72,936,6.029101533,119,6
