design_id,overload_condition_id,source_operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,fraction_of_attackers,number_of_attackers,realized_fraction_of_attackers,number_of_attackers,transaction_arrival_rate
D065,S016,O096,3,404,0.482111277,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,2.506023963
D065,S017,O067,3,404,0.482111277,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,2.506023963
D065,S018,O037,3,404,0.482111277,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,2.506023963
D065,S019,O039,3,404,0.482111277,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,2.506023963
D065,S020,O029,3,404,0.482111277,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,2.506023963
D065,S021,O055,3,404,0.482111277,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,2.506023963
D065,S022,O075,3,404,0.482111277,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,2.506023963
D065,S023,O052,3,404,0.482111277,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,2.506023963
D065,S024,O020,3,404,0.482111277,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,2.506023963
D065,S025,O023,3,404,0.482111277,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,2.506023963
D065,S026,O069,3,404,0.482111277,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,2.506023963
D065,S027,O054,3,404,0.482111277,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,2.506023963
D065,S028,O063,3,404,0.482111277,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,2.506023963
D065,S029,O058,3,404,0.482111277,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,2.506023963
D065,S030,O042,3,404,0.482111277,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,2.506023963
D065,S031,O083,3,404,0.482111277,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,2.506023963
D065,S032,O086,3,404,0.482111277,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,2.506023963
D066,S001,O004,8,692,5.932701376,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,18.00386256
D066,S002,O061,8,692,5.932701376,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,18.00386256
D066,S003,O084,8,692,5.932701376,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,18.00386256
D066,S004,O040,8,692,5.932701376,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,18.00386256
D066,S005,O074,8,692,5.932701376,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,18.00386256
D066,S006,O014,8,692,5.932701376,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,18.00386256
D066,S007,O095,8,692,5.932701376,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,18.00386256
D066,S008,O008,8,692,5.932701376,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,18.00386256
D066,S009,O044,8,692,5.932701376,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,18.00386256
D066,S010,O071,8,692,5.932701376,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,18.00386256
D066,S011,O005,8,692,5.932701376,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,18.00386256
D066,S012,O094,8,692,5.932701376,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,18.00386256
D066,S013,O049,8,692,5.932701376,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,18.00386256
D066,S014,O002,8,692,5.932701376,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,18.00386256
D066,S015,O009,8,692,5.932701376,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,18.00386256
D066,S016,O096,8,692,5.932701376,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,18.00386256
D066,S017,O067,8,692,5.932701376,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,18.00386256
D066,S018,O037,8,692,5.932701376,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,18.00386256
D066,S019,O039,8,692,5.932701376,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,18.00386256
D066,S020,O029,8,692,5.932701376,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,18.00386256
D066,S021,O055,8,692,5.932701376,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,18.00386256
D066,S022,O075,8,692,5.932701376,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,18.00386256
D066,S023,O052,8,692,5.932701376,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,18.00386256
D066,S024,O020,8,692,5.932701376,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,18.00386256
D066,S025,O023,8,692,5.932701376,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,18.00386256
D066,S026,O069,8,692,5.932701376,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,18.00386256
D066,S027,O054,8,692,5.932701376,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,18.00386256
D066,S028,O063,8,692,5.932701376,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,18.00386256
D066,S029,O058,8,692,5.932701376,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,18.00386256
D066,S030,O042,8,692,5.932701376,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,18.00386256
D066,S031,O083,8,692,5.932701376,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,18.00386256
D066,S032,O086,8,692,5.932701376,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,18.00386256
D067,S001,O004,2,129,6.295891122,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,102.4912508
D067,S002,O061,2,129,6.295891122,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,102.4912508
D067,S003,O084,2,129,6.295891122,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,102.4912508
D067,S004,O040,2,129,6.295891122,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,102.4912508
D067,S005,O074,2,129,6.295891122,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,102.4912508
D067,S006,O014,2,129,6.295891122,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,102.4912508
D067,S007,O095,2,129,6.295891122,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,102.4912508
D067,S008,O008,2,129,6.295891122,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,102.4912508
D067,S009,O044,2,129,6.295891122,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,102.4912508
D067,S010,O071,2,129,6.295891122,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,102.4912508
D067,S011,O005,2,129,6.295891122,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,102.4912508
D067,S012,O094,2,129,6.295891122,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,102.4912508
D067,S013,O049,2,129,6.295891122,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,102.4912508
D067,S014,O002,2,129,6.295891122,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,102.4912508
D067,S015,O009,2,129,6.295891122,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,102.4912508
D067,S016,O096,2,129,6.295891122,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,102.4912508
D067,S017,O067,2,129,6.295891122,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,102.4912508
D067,S018,O037,2,129,6.295891122,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,102.4912508
D067,S019,O039,2,129,6.295891122,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,102.4912508
D067,S020,O029,2,129,6.295891122,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,102.4912508
D067,S021,O055,2,129,6.295891122,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,102.4912508
D067,S022,O075,2,129,6.295891122,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,102.4912508
D067,S023,O052,2,129,6.295891122,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,102.4912508
D067,S024,O020,2,129,6.295891122,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,102.4912508
D067,S025,O023,2,129,6.295891122,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,102.4912508
D067,S026,O069,2,129,6.295891122,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,102.4912508
D067,S027,O054,2,129,6.295891122,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,102.4912508
D067,S028,O063,2,129,6.295891122,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,102.4912508
D067,S029,O058,2,129,6.295891122,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,102.4912508
D067,S030,O042,2,129,6.295891122,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,102.4912508
D067,S031,O083,2,129,6.295891122,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,102.4912508
D067,S032,O086,2,129,6.295891122,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,102.4912508
D068,S001,O004,7,1076,3.074594771,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,6.000603178
D068,S002,O061,7,1076,3.074594771,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,6.000603178
D068,S003,O084,7,1076,3.074594771,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,6.000603178
D068,S004,O040,7,1076,3.074594771,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,6.000603178
D068,S005,O074,7,1076,3.074594771,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,6.000603178
D068,S006,O014,7,1076,3.074594771,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,6.000603178
D068,S007,O095,7,1076,3.074594771,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,6.000603178
D068,S008,O008,7,1076,3.074594771,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,6.000603178
D068,S009,O044,7,1076,3.074594771,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,6.000603178
D068,S010,O071,7,1076,3.074594771,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,6.000603178
D068,S011,O005,7,1076,3.074594771,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,6.000603178
D068,S012,O094,7,1076,3.074594771,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,6.000603178
D068,S013,O049,7,1076,3.074594771,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,6.000603178
D068,S014,O002,7,1076,3.074594771,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,6.000603178
D068,S015,O009,7,1076,3.074594771,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,6.000603178
D068,S016,O096,7,1076,3.074594771,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,6.000603178
D068,S017,O067,7,1076,3.074594771,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,6.000603178
D068,S018,O037,7,1076,3.074594771,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,6.000603178
D068,S019,O039,7,1076,3.074594771,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,6.000603178
D068,S020,O029,7,1076,3.074594771,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,6.000603178
D068,S021,O055,7,1076,3.074594771,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,6.000603178
D068,S022,O075,7,1076,3.074594771,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,6.000603178
D068,S023,O052,7,1076,3.074594771,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,6.000603178
D068,S024,O020,7,1076,3.074594771,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,6.000603178
D068,S025,O023,7,1076,3.074594771,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,6.000603178
D068,S026,O069,7,1076,3.074594771,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,6.000603178
D068,S027,O054,7,1076,3.074594771,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,6.000603178
D068,S028,O063,7,1076,3.074594771,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,6.000603178
D068,S029,O058,7,1076,3.074594771,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,6.000603178
D068,S030,O042,7,1076,3.074594771,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,6.000603178
D068,S031,O083,7,1076,3.074594771,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,6.000603178
D068,S032,O086,7,1076,3.074594771,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,6.000603178
D069,S001,O004,8,548,1.270476056,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,4.868612625
D069,S002,O061,8,548,1.270476056,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,4.868612625
D069,S003,O084,8,548,1.270476056,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,4.868612625
D069,S004,O040,8,548,1.270476056,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,4.868612625
D069,S005,O074,8,548,1.270476056,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,4.868612625
D069,S006,O014,8,548,1.270476056,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,4.868612625
D069,S007,O095,8,548,1.270476056,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,4.868612625
D069,S008,O008,8,548,1.270476056,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,4.868612625
D069,S009,O044,8,548,1.270476056,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,4.868612625
D069,S010,O071,8,548,1.270476056,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,4.868612625
D069,S011,O005,8,548,1.270476056,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,4.868612625
D069,S012,O094,8,548,1.270476056,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,4.868612625
D069,S013,O049,8,548,1.270476056,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,4.868612625
D069,S014,O002,8,548,1.270476056,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,4.868612625
D069,S015,O009,8,548,1.270476056,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,4.868612625
D069,S016,O096,8,548,1.270476056,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,4.868612625
D069,S017,O067,8,548,1.270476056,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,4.868612625
D069,S018,O037,8,548,1.270476056,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,4.868612625
D069,S019,O039,8,548,1.270476056,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,4.868612625
D069,S020,O029,8,548,1.270476056,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,4.868612625
D069,S021,O055,8,548,1.270476056,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,4.868612625
D069,S022,O075,8,548,1.270476056,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,4.868612625
D069,S023,O052,8,548,1.270476056,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,4.868612625
D069,S024,O020,8,548,1.270476056,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,4.868612625
D069,S025,O023,8,548,1.270476056,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,4.868612625
D069,S026,O069,8,548,1.270476056,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,4.868612625
D069,S027,O054,8,548,1.270476056,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,4.868612625
D069,S028,O063,8,548,1.270476056,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,4.868612625
D069,S029,O058,8,548,1.270476056,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,4.868612625
D069,S030,O042,8,548,1.270476056,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,4.868612625
D069,S031,O083,8,548,1.270476056,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,4.868612625
D069,S032,O086,8,548,1.270476056,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,4.868612625
D070,S001,O004,1,289,0.887279194,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,6.447357462
D070,S002,O061,1,289,0.887279194,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,6.447357462
D070,S003,O084,1,289,0.887279194,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,6.447357462
D070,S004,O040,1,289,0.887279194,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,6.447357462
D070,S005,O074,1,289,0.887279194,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,6.447357462
D070,S006,O014,1,289,0.887279194,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,6.447357462
D070,S007,O095,1,289,0.887279194,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,6.447357462
D070,S008,O008,1,289,0.887279194,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,6.447357462
D070,S009,O044,1,289,0.887279194,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,6.447357462
D070,S010,O071,1,289,0.887279194,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,6.447357462
D070,S011,O005,1,289,0.887279194,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,6.447357462
D070,S012,O094,1,289,0.887279194,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,6.447357462
D070,S013,O049,1,289,0.887279194,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,6.447357462
D070,S014,O002,1,289,0.887279194,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,6.447357462
D070,S015,O009,1,289,0.887279194,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,6.447357462
D070,S016,O096,1,289,0.887279194,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,6.447357462
D070,S017,O067,1,289,0.887279194,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,6.447357462
D070,S018,O037,1,289,0.887279194,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,6.447357462
D070,S019,O039,1,289,0.887279194,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,6.447357462
D070,S020,O029,1,289,0.887279194,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,6.447357462
D070,S021,O055,1,289,0.887279194,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,6.447357462
D070,S022,O075,1,289,0.887279194,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,6.447357462
D070,S023,O052,1,289,0.887279194,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,6.447357462
D070,S024,O020,1,289,0.887279194,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,6.447357462
D070,S025,O023,1,289,0.887279194,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,6.447357462
D070,S026,O069,1,289,0.887279194,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,6.447357462
D070,S027,O054,1,289,0.887279194,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,6.447357462
D070,S028,O063,1,289,0.887279194,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,6.447357462
D070,S029,O058,1,289,0.887279194,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,6.447357462
D070,S030,O042,1,289,0.887279194,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,6.447357462
D070,S031,O083,1,289,0.887279194,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,6.447357462
D070,S032,O086,1,289,0.887279194,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,6.447357462
D071,S001,O004,1,110,1.885408793,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,35.99416787
D071,S002,O061,1,110,1.885408793,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,35.99416787
D071,S003,O084,1,110,1.885408793,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,35.99416787
D071,S004,O040,1,110,1.885408793,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,35.99416787
D071,S005,O074,1,110,1.885408793,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,35.99416787
D071,S006,O014,1,110,1.885408793,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,35.99416787
D071,S007,O095,1,110,1.885408793,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,35.99416787
D071,S008,O008,1,110,1.885408793,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,35.99416787
D071,S009,O044,1,110,1.885408793,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,35.99416787
D071,S010,O071,1,110,1.885408793,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,35.99416787
D071,S011,O005,1,110,1.885408793,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,35.99416787
D071,S012,O094,1,110,1.885408793,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,35.99416787
D071,S013,O049,1,110,1.885408793,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,35.99416787
D071,S014,O002,1,110,1.885408793,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,35.99416787
D071,S015,O009,1,110,1.885408793,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,35.99416787
D071,S016,O096,1,110,1.885408793,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,35.99416787
D071,S017,O067,1,110,1.885408793,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,35.99416787
D071,S018,O037,1,110,1.885408793,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,35.99416787
D071,S019,O039,1,110,1.885408793,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,35.99416787
D071,S020,O029,1,110,1.885408793,744,0.31398409,0.144642217,0.380464816,0.06366778,47,0.063172043,47,35.99416787
D071,S021,O055,1,110,1.885408793,143,0.09821222,0.163666817,0.285033773,0.115819652,17,0.118881119,17,35.99416787
D071,S022,O075,1,110,1.885408793,31,0.495260113,0.154710174,0.269857669,0.172977533,5,0.161290323,5,35.99416787
D071,S023,O052,1,110,1.885408793,249,0.293109713,0.381495942,0.29384703,0.118940555,30,0.120481928,30,35.99416787
D071,S024,O020,1,110,1.885408793,113,0.348269976,0.095285863,0.409466489,0.246401698,28,0.247787611,28,35.99416787
D071,S025,O023,1,110,1.885408793,410,0.214451437,0.12789836,0.094002538,0.083652687,34,0.082926829,34,35.99416787
D071,S026,O069,1,110,1.885408793,600,0.193256125,0.259153683,0.18565311,0.177689975,107,0.178333333,107,35.99416787
D071,S027,O054,1,110,1.885408793,70,0.483939677,0.225369653,0.039302168,0.158400508,11,0.157142857,11,35.99416787
D071,S028,O063,1,110,1.885408793,159,0.167777479,0.069957712,0.130372357,0.236705609,38,0.238993711,38,35.99416787
D071,S029,O058,1,110,1.885408793,22,0.090722232,0.036785238,0.101049312,0.19363293,4,0.181818182,4,35.99416787
D071,S030,O042,1,110,1.885408793,533,0.049123846,0.273615249,0.271891148,0.05266066,28,0.052532833,28,35.99416787
D071,S031,O083,1,110,1.885408793,89,0.002629244,0.11891721,0.012340148,0.1423155,13,0.146067416,13,35.99416787
D071,S032,O086,1,110,1.885408793,135,0.469888219,0.056365997,0.043821459,0.204201288,28,0.207407407,28,35.99416787
D072,S001,O004,2,70,1.415804904,544,0.015441285,0.39993713,0.047767101,0.021638756,12,0.022058824,12,42.47414713
D072,S002,O061,2,70,1.415804904,27,0.381805437,0.01616482,0.491613692,0.151708312,4,0.148148148,4,42.47414713
D072,S003,O084,2,70,1.415804904,797,0.372992677,0.000386491,0.00152113,0.212119634,169,0.212045169,169,42.47414713
D072,S004,O040,2,70,1.415804904,585,0.392959459,0.39457393,0.498815231,0.051359523,30,0.051282051,30,42.47414713
D072,S005,O074,2,70,1.415804904,36,0.042568944,0.004280635,0.087293441,0.071484542,3,0.083333333,3,42.47414713
D072,S006,O014,2,70,1.415804904,505,0.055050564,0.385744929,0.323573274,0.249191993,126,0.24950495,126,42.47414713
D072,S007,O095,2,70,1.415804904,29,0.365502327,0.314203797,0.177999519,0.10606856,3,0.103448276,3,42.47414713
D072,S008,O008,2,70,1.415804904,217,0.118365868,0.010264005,0.438577644,0.018412668,4,0.01843318,4,42.47414713
D072,S009,O044,2,70,1.415804904,721,0.432376139,0.324925408,0.144007894,0.205765142,148,0.205270458,148,42.47414713
D072,S010,O071,2,70,1.415804904,830,0.025772238,0.059916076,0.006124037,0.001567019,1,0.001204819,1,42.47414713
D072,S011,O005,2,70,1.415804904,472,0.458927508,0.08115278,0.018055532,0.016407342,8,0.016949153,8,42.47414713
D072,S012,O094,2,70,1.415804904,888,0.302089761,0.091469055,0.358945917,0.217188865,193,0.217342342,193,42.47414713
D072,S013,O049,2,70,1.415804904,33,0.068127718,0.327197905,0.351458552,0.169586651,6,0.181818182,6,42.47414713
D072,S014,O002,2,70,1.415804904,71,0.386957289,0.33590604,0.423756547,0.22899681,16,0.225352113,16,42.47414713
D072,S015,O009,2,70,1.415804904,39,0.272204984,0.243100415,0.446678,0.00746125,0,0,0,42.47414713
D072,S016,O096,2,70,1.415804904,91,0.16170145,0.264353919,0.069555674,0.222330663,20,0.21978022,20,42.47414713
D072,S017,O067,2,70,1.415804904,60,0.359928689,0.02076874,0.174232425,0.096510536,6,0.1,6,42.47414713
D072,S018,O037,2,70,1.415804904,232,0.083660283,0.374766445,0.463420281,0.068421776,16,0.068965517,16,42.47414713
D072,S019,O039,2,70,1.415804904,48,0.232718262,0.17994217,0.033136716,0.009267723,0,0,0,42.47414713
