design_id,overload_condition_id,source_operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,relative_transaction_load,number_of_attackers
D056,S012,O094,8,119,4.76031618,888,0.302089761,0.091469055,0.358945917,1.05,193
D056,S013,O049,8,119,4.76031618,33,0.068127718,0.327197905,0.351458552,1.05,6
D056,S014,O002,8,119,4.76031618,71,0.386957289,0.33590604,0.423756547,1.05,16
D056,S015,O009,8,119,4.76031618,39,0.272204984,0.243100415,0.446678,1.05,1
D056,S016,O096,8,119,4.76031618,91,0.16170145,0.264353919,0.069555674,1.05,20
D056,S017,O067,8,119,4.76031618,60,0.359928689,0.02076874,0.174232425,1.05,6
D056,S018,O037,8,119,4.76031618,232,0.083660283,0.374766445,0.463420281,1.05,16
D056,S019,O039,8,119,4.76031618,48,0.232718262,0.17994217,0.033136716,1.05,1
D056,S020,O029,8,119,4.76031618,744,0.31398409,0.144642217,0.380464816,1.05,47
D056,S021,O055,8,119,4.76031618,143,0.09821222,0.163666817,0.285033773,1.05,17
D056,S022,O075,8,119,4.76031618,31,0.495260113,0.154710174,0.269857669,1.05,5
D056,S023,O052,8,119,4.76031618,249,0.293109713,0.381495942,0.29384703,1.05,30
D056,S024,O020,8,119,4.76031618,113,0.348269976,0.095285863,0.409466489,1.05,28
D056,S025,O023,8,119,4.76031618,410,0.214451437,0.12789836,0.094002538,1.05,34
D056,S026,O069,8,119,4.76031618,600,0.193256125,0.259153683,0.18565311,1.05,107
D056,S027,O054,8,119,4.76031618,70,0.483939677,0.225369653,0.039302168,1.05,11
D056,S028,O063,8,119,4.76031618,159,0.167777479,0.069957712,0.130372357,1.05,38
D056,S029,O058,8,119,4.76031618,22,0.090722232,0.036785238,0.101049312,1.05,4
D056,S030,O042,8,119,4.76031618,533,0.049123846,0.273615249,0.271891148,1.05,28
D056,S031,O083,8,119,4.76031618,89,0.002629244,0.11891721,0.012340148,1.05,13
D056,S032,O086,8,119,4.76031618,135,0.469888219,0.056365997,0.043821459,1.05,28
D057,S001,O004,6,245,0.458656858,544,0.015441285,0.39993713,0.047767101,1.05,12
D057,S002,O061,6,245,0.458656858,27,0.381805437,0.01616482,0.491613692,1.05,4
D057,S003,O084,6,245,0.458656858,797,0.372992677,0.000386491,0.00152113,1.05,169
D057,S004,O040,6,245,0.458656858,585,0.392959459,0.39457393,0.498815231,1.05,30
D057,S005,O074,6,245,0.458656858,36,0.042568944,0.004280635,0.087293441,1.05,3
D057,S006,O014,6,245,0.458656858,505,0.055050564,0.385744929,0.323573274,1.05,126
D057,S007,O095,6,245,0.458656858,29,0.365502327,0.314203797,0.177999519,1.05,3
D057,S008,O008,6,245,0.458656858,217,0.118365868,0.010264005,0.438577644,1.05,4
D057,S009,O044,6,245,0.458656858,721,0.432376139,0.324925408,0.144007894,1.05,148
D057,S010,O071,6,245,0.458656858,830,0.025772238,0.059916076,0.006124037,1.05,1
D057,S011,O005,6,245,0.458656858,472,0.458927508,0.08115278,0.018055532,1.05,8
D057,S012,O094,6,245,0.458656858,888,0.302089761,0.091469055,0.358945917,1.05,193
D057,S013,O049,6,245,0.458656858,33,0.068127718,0.327197905,0.351458552,1.05,6
D057,S014,O002,6,245,0.458656858,71,0.386957289,0.33590604,0.423756547,1.05,16
D057,S015,O009,6,245,0.458656858,39,0.272204984,0.243100415,0.446678,1.05,1
D057,S016,O096,6,245,0.458656858,91,0.16170145,0.264353919,0.069555674,1.05,20
D057,S017,O067,6,245,0.458656858,60,0.359928689,0.02076874,0.174232425,1.05,6
D057,S018,O037,6,245,0.458656858,232,0.083660283,0.374766445,0.463420281,1.05,16
D057,S019,O039,6,245,0.458656858,48,0.232718262,0.17994217,0.033136716,1.05,1
D057,S020,O029,6,245,0.458656858,744,0.31398409,0.144642217,0.380464816,1.05,47
D057,S021,O055,6,245,0.458656858,143,0.09821222,0.163666817,0.285033773,1.05,17
D057,S022,O075,6,245,0.458656858,31,0.495260113,0.154710174,0.269857669,1.05,5
D057,S023,O052,6,245,0.458656858,249,0.293109713,0.381495942,0.29384703,1.05,30
D057,S024,O020,6,245,0.458656858,113,0.348269976,0.095285863,0.409466489,1.05,28
D057,S025,O023,6,245,0.458656858,410,0.214451437,0.12789836,0.094002538,1.05,34
D057,S026,O069,6,245,0.458656858,600,0.193256125,0.259153683,0.18565311,1.05,107
D057,S027,O054,6,245,0.458656858,70,0.483939677,0.225369653,0.039302168,1.05,11
D057,S028,O063,6,245,0.458656858,159,0.167777479,0.069957712,0.130372357,1.05,38
D057,S029,O058,6,245,0.458656858,22,0.090722232,0.036785238,0.101049312,1.05,4
D057,S030,O042,6,245,0.458656858,533,0.049123846,0.273615249,0.271891148,1.05,28
D057,S031,O083,6,245,0.458656858,89,0.002629244,0.11891721,0.012340148,1.05,13
D057,S032,O086,6,245,0.458656858,135,0.469888219,0.056365997,0.043821459,1.05,28
D058,S001,O004,5,730,0.523579254,544,0.015441285,0.39993713,0.047767101,1.05,12
D058,S002,O061,5,730,0.523579254,27,0.381805437,0.01616482,0.491613692,1.05,4
D058,S003,O084,5,730,0.523579254,797,0.372992677,0.000386491,0.00152113,1.05,169
D058,S004,O040,5,730,0.523579254,585,0.392959459,0.39457393,0.498815231,1.05,30
D058,S005,O074,5,730,0.523579254,36,0.042568944,0.004280635,0.087293441,1.05,3
D058,S006,O014,5,730,0.523579254,505,0.055050564,0.385744929,0.323573274,1.05,126
D058,S007,O095,5,730,0.523579254,29,0.365502327,0.314203797,0.177999519,1.05,3
D058,S008,O008,5,730,0.523579254,217,0.118365868,0.010264005,0.438577644,1.05,4
D058,S009,O044,5,730,0.523579254,721,0.432376139,0.324925408,0.144007894,1.05,148
D058,S010,O071,5,730,0.523579254,830,0.025772238,0.059916076,0.006124037,1.05,1
D058,S011,O005,5,730,0.523579254,472,0.458927508,0.08115278,0.018055532,1.05,8
D058,S012,O094,5,730,0.523579254,888,0.302089761,0.091469055,0.358945917,1.05,193
D058,S013,O049,5,730,0.523579254,33,0.068127718,0.327197905,0.351458552,1.05,6
D058,S014,O002,5,730,0.523579254,71,0.386957289,0.33590604,0.423756547,1.05,16
D058,S015,O009,5,730,0.523579254,39,0.272204984,0.243100415,0.446678,1.05,1
D058,S016,O096,5,730,0.523579254,91,0.16170145,0.264353919,0.069555674,1.05,20
D058,S017,O067,5,730,0.523579254,60,0.359928689,0.02076874,0.174232425,1.05,6
D058,S018,O037,5,730,0.523579254,232,0.083660283,0.374766445,0.463420281,1.05,16
D058,S019,O039,5,730,0.523579254,48,0.232718262,0.17994217,0.033136716,1.05,1
D058,S020,O029,5,730,0.523579254,744,0.31398409,0.144642217,0.380464816,1.05,47
D058,S021,O055,5,730,0.523579254,143,0.09821222,0.163666817,0.285033773,1.05,17
D058,S022,O075,5,730,0.523579254,31,0.495260113,0.154710174,0.269857669,1.05,5
D058,S023,O052,5,730,0.523579254,249,0.293109713,0.381495942,0.29384703,1.05,30
D058,S024,O020,5,730,0.523579254,113,0.348269976,0.095285863,0.409466489,1.05,28
D058,S025,O023,5,730,0.523579254,410,0.214451437,0.12789836,0.094002538,1.05,34
D058,S026,O069,5,730,0.523579254,600,0.193256125,0.259153683,0.18565311,1.05,107
D058,S027,O054,5,730,0.523579254,70,0.483939677,0.225369653,0.039302168,1.05,11
D058,S028,O063,5,730,0.523579254,159,0.167777479,0.069957712,0.130372357,1.05,38
D058,S029,O058,5,730,0.523579254,22,0.090722232,0.036785238,0.101049312,1.05,4
D058,S030,O042,5,730,0.523579254,533,0.049123846,0.273615249,0.271891148,1.05,28
D058,S031,O083,5,730,0.523579254,89,0.002629244,0.11891721,0.012340148,1.05,13
D058,S032,O086,5,730,0.523579254,135,0.469888219,0.056365997,0.043821459,1.05,28
D059,S001,O004,4,449,5.169287775,544,0.015441285,0.39993713,0.047767101,1.05,12
D059,S002,O061,4,449,5.169287775,27,0.381805437,0.01616482,0.491613692,1.05,4
D059,S003,O084,4,449,5.169287775,797,0.372992677,0.000386491,0.00152113,1.05,169
D059,S004,O040,4,449,5.169287775,585,0.392959459,0.39457393,0.498815231,1.05,30
D059,S005,O074,4,449,5.169287775,36,0.042568944,0.004280635,0.087293441,1.05,3
D059,S006,O014,4,449,5.169287775,505,0.055050564,0.385744929,0.323573274,1.05,126
D059,S007,O095,4,449,5.169287775,29,0.365502327,0.314203797,0.177999519,1.05,3
D059,S008,O008,4,449,5.169287775,217,0.118365868,0.010264005,0.438577644,1.05,4
D059,S009,O044,4,449,5.169287775,721,0.432376139,0.324925408,0.144007894,1.05,148
D059,S010,O071,4,449,5.169287775,830,0.025772238,0.059916076,0.006124037,1.05,1
D059,S011,O005,4,449,5.169287775,472,0.458927508,0.08115278,0.018055532,1.05,8
D059,S012,O094,4,449,5.169287775,888,0.302089761,0.091469055,0.358945917,1.05,193
D059,S013,O049,4,449,5.169287775,33,0.068127718,0.327197905,0.351458552,1.05,6
D059,S014,O002,4,449,5.169287775,71,0.386957289,0.33590604,0.423756547,1.05,16
D059,S015,O009,4,449,5.169287775,39,0.272204984,0.243100415,0.446678,1.05,1
D059,S016,O096,4,449,5.169287775,91,0.16170145,0.264353919,0.069555674,1.05,20
D059,S017,O067,4,449,5.169287775,60,0.359928689,0.02076874,0.174232425,1.05,6
D059,S018,O037,4,449,5.169287775,232,0.083660283,0.374766445,0.463420281,1.05,16
D059,S019,O039,4,449,5.169287775,48,0.232718262,0.17994217,0.033136716,1.05,1
D059,S020,O029,4,449,5.169287775,744,0.31398409,0.144642217,0.380464816,1.05,47
D059,S021,O055,4,449,5.169287775,143,0.09821222,0.163666817,0.285033773,1.05,17
D059,S022,O075,4,449,5.169287775,31,0.495260113,0.154710174,0.269857669,1.05,5
D059,S023,O052,4,449,5.169287775,249,0.293109713,0.381495942,0.29384703,1.05,30
D059,S024,O020,4,449,5.169287775,113,0.348269976,0.095285863,0.409466489,1.05,28
D059,S025,O023,4,449,5.169287775,410,0.214451437,0.12789836,0.094002538,1.05,34
D059,S026,O069,4,449,5.169287775,600,0.193256125,0.259153683,0.18565311,1.05,107
D059,S027,O054,4,449,5.169287775,70,0.483939677,0.225369653,0.039302168,1.05,11
D059,S028,O063,4,449,5.169287775,159,0.167777479,0.069957712,0.130372357,1.05,38
D059,S029,O058,4,449,5.169287775,22,0.090722232,0.036785238,0.101049312,1.05,4
D059,S030,O042,4,449,5.169287775,533,0.049123846,0.273615249,0.271891148,1.05,28
D059,S031,O083,4,449,5.169287775,89,0.002629244,0.11891721,0.012340148,1.05,13
D059,S032,O086,4,449,5.169287775,135,0.469888219,0.056365997,0.043821459,1.05,28
D060,S001,O004,4,126,0.278788784,544,0.015441285,0.39993713,0.047767101,1.05,12
D060,S002,O061,4,126,0.278788784,27,0.381805437,0.01616482,0.491613692,1.05,4
D060,S003,O084,4,126,0.278788784,797,0.372992677,0.000386491,0.00152113,1.05,169
D060,S004,O040,4,126,0.278788784,585,0.392959459,0.39457393,0.498815231,1.05,30
D060,S005,O074,4,126,0.278788784,36,0.042568944,0.004280635,0.087293441,1.05,3
D060,S006,O014,4,126,0.278788784,505,0.055050564,0.385744929,0.323573274,1.05,126
D060,S007,O095,4,126,0.278788784,29,0.365502327,0.314203797,0.177999519,1.05,3
D060,S008,O008,4,126,0.278788784,217,0.118365868,0.010264005,0.438577644,1.05,4
D060,S009,O044,4,126,0.278788784,721,0.432376139,0.324925408,0.144007894,1.05,148
D060,S010,O071,4,126,0.278788784,830,0.025772238,0.059916076,0.006124037,1.05,1
D060,S011,O005,4,126,0.278788784,472,0.458927508,0.08115278,0.018055532,1.05,8
D060,S012,O094,4,126,0.278788784,888,0.302089761,0.091469055,0.358945917,1.05,193
D060,S013,O049,4,126,0.278788784,33,0.068127718,0.327197905,0.351458552,1.05,6
D060,S014,O002,4,126,0.278788784,71,0.386957289,0.33590604,0.423756547,1.05,16
D060,S015,O009,4,126,0.278788784,39,0.272204984,0.243100415,0.446678,1.05,1
D060,S016,O096,4,126,0.278788784,91,0.16170145,0.264353919,0.069555674,1.05,20
D060,S017,O067,4,126,0.278788784,60,0.359928689,0.02076874,0.174232425,1.05,6
D060,S018,O037,4,126,0.278788784,232,0.083660283,0.374766445,0.463420281,1.05,16
D060,S019,O039,4,126,0.278788784,48,0.232718262,0.17994217,0.033136716,1.05,1
D060,S020,O029,4,126,0.278788784,744,0.31398409,0.144642217,0.380464816,1.05,47
D060,S021,O055,4,126,0.278788784,143,0.09821222,0.163666817,0.285033773,1.05,17
D060,S022,O075,4,126,0.278788784,31,0.495260113,0.154710174,0.269857669,1.05,5
D060,S023,O052,4,126,0.278788784,249,0.293109713,0.381495942,0.29384703,1.05,30
D060,S024,O020,4,126,0.278788784,113,0.348269976,0.095285863,0.409466489,1.05,28
D060,S025,O023,4,126,0.278788784,410,0.214451437,0.12789836,0.094002538,1.05,34
D060,S026,O069,4,126,0.278788784,600,0.193256125,0.259153683,0.18565311,1.05,107
D060,S027,O054,4,126,0.278788784,70,0.483939677,0.225369653,0.039302168,1.05,11
D060,S028,O063,4,126,0.278788784,159,0.167777479,0.069957712,0.130372357,1.05,38
D060,S029,O058,4,126,0.278788784,22,0.090722232,0.036785238,0.101049312,1.05,4
D060,S030,O042,4,126,0.278788784,533,0.049123846,0.273615249,0.271891148,1.05,28
D060,S031,O083,4,126,0.278788784,89,0.002629244,0.11891721,0.012340148,1.05,13
D060,S032,O086,4,126,0.278788784,135,0.469888219,0.056365997,0.043821459,1.05,28
D061,S001,O004,6,82,5.483340062,544,0.015441285,0.39993713,0.047767101,1.05,12
D061,S002,O061,6,82,5.483340062,27,0.381805437,0.01616482,0.491613692,1.05,4
D061,S003,O084,6,82,5.483340062,797,0.372992677,0.000386491,0.00152113,1.05,169
D061,S004,O040,6,82,5.483340062,585,0.392959459,0.39457393,0.498815231,1.05,30
D061,S005,O074,6,82,5.483340062,36,0.042568944,0.004280635,0.087293441,1.05,3
D061,S006,O014,6,82,5.483340062,505,0.055050564,0.385744929,0.323573274,1.05,126
D061,S007,O095,6,82,5.483340062,29,0.365502327,0.314203797,0.177999519,1.05,3
D061,S008,O008,6,82,5.483340062,217,0.118365868,0.010264005,0.438577644,1.05,4
D061,S009,O044,6,82,5.483340062,721,0.432376139,0.324925408,0.144007894,1.05,148
D061,S010,O071,6,82,5.483340062,830,0.025772238,0.059916076,0.006124037,1.05,1
D061,S011,O005,6,82,5.483340062,472,0.458927508,0.08115278,0.018055532,1.05,8
D061,S012,O094,6,82,5.483340062,888,0.302089761,0.091469055,0.358945917,1.05,193
D061,S013,O049,6,82,5.483340062,33,0.068127718,0.327197905,0.351458552,1.05,6
D061,S014,O002,6,82,5.483340062,71,0.386957289,0.33590604,0.423756547,1.05,16
D061,S015,O009,6,82,5.483340062,39,0.272204984,0.243100415,0.446678,1.05,1
D061,S016,O096,6,82,5.483340062,91,0.16170145,0.264353919,0.069555674,1.05,20
D061,S017,O067,6,82,5.483340062,60,0.359928689,0.02076874,0.174232425,1.05,6
D061,S018,O037,6,82,5.483340062,232,0.083660283,0.374766445,0.463420281,1.05,16
D061,S019,O039,6,82,5.483340062,48,0.232718262,0.17994217,0.033136716,1.05,1
D061,S020,O029,6,82,5.483340062,744,0.31398409,0.144642217,0.380464816,1.05,47
D061,S021,O055,6,82,5.483340062,143,0.09821222,0.163666817,0.285033773,1.05,17
D061,S022,O075,6,82,5.483340062,31,0.495260113,0.154710174,0.269857669,1.05,5
D061,S023,O052,6,82,5.483340062,249,0.293109713,0.381495942,0.29384703,1.05,30
D061,S024,O020,6,82,5.483340062,113,0.348269976,0.095285863,0.409466489,1.05,28
D061,S025,O023,6,82,5.483340062,410,0.214451437,0.12789836,0.094002538,1.05,34
D061,S026,O069,6,82,5.483340062,600,0.193256125,0.259153683,0.18565311,1.05,107
D061,S027,O054,6,82,5.483340062,70,0.483939677,0.225369653,0.039302168,1.05,11
D061,S028,O063,6,82,5.483340062,159,0.167777479,0.069957712,0.130372357,1.05,38
D061,S029,O058,6,82,5.483340062,22,0.090722232,0.036785238,0.101049312,1.05,4
D061,S030,O042,6,82,5.483340062,533,0.049123846,0.273615249,0.271891148,1.05,28
D061,S031,O083,6,82,5.483340062,89,0.002629244,0.11891721,0.012340148,1.05,13
D061,S032,O086,6,82,5.483340062,135,0.469888219,0.056365997,0.043821459,1.05,28
D062,S001,O004,6,235,4.003175576,544,0.015441285,0.39993713,0.047767101,1.05,12
D062,S002,O061,6,235,4.003175576,27,0.381805437,0.01616482,0.491613692,1.05,4
D062,S003,O084,6,235,4.003175576,797,0.372992677,0.000386491,0.00152113,1.05,169
D062,S004,O040,6,235,4.003175576,585,0.392959459,0.39457393,0.498815231,1.05,30
D062,S005,O074,6,235,4.003175576,36,0.042568944,0.004280635,0.087293441,1.05,3
D062,S006,O014,6,235,4.003175576,505,0.055050564,0.385744929,0.323573274,1.05,126
D062,S007,O095,6,235,4.003175576,29,0.365502327,0.314203797,0.177999519,1.05,3
D062,S008,O008,6,235,4.003175576,217,0.118365868,0.010264005,0.438577644,1.05,4
D062,S009,O044,6,235,4.003175576,721,0.432376139,0.324925408,0.144007894,1.05,148
D062,S010,O071,6,235,4.003175576,830,0.025772238,0.059916076,0.006124037,1.05,1
D062,S011,O005,6,235,4.003175576,472,0.458927508,0.08115278,0.018055532,1.05,8
D062,S012,O094,6,235,4.003175576,888,0.302089761,0.091469055,0.358945917,1.05,193
D062,S013,O049,6,235,4.003175576,33,0.068127718,0.327197905,0.351458552,1.05,6
D062,S014,O002,6,235,4.003175576,71,0.386957289,0.33590604,0.423756547,1.05,16
D062,S015,O009,6,235,4.003175576,39,0.272204984,0.243100415,0.446678,1.05,1
D062,S016,O096,6,235,4.003175576,91,0.16170145,0.264353919,0.069555674,1.05,20
D062,S017,O067,6,235,4.003175576,60,0.359928689,0.02076874,0.174232425,1.05,6
D062,S018,O037,6,235,4.003175576,232,0.083660283,0.374766445,0.463420281,1.05,16
D062,S019,O039,6,235,4.003175576,48,0.232718262,0.17994217,0.033136716,1.05,1
D062,S020,O029,6,235,4.003175576,744,0.31398409,0.144642217,0.380464816,1.05,47
D062,S021,O055,6,235,4.003175576,143,0.09821222,0.163666817,0.285033773,1.05,17
D062,S022,O075,6,235,4.003175576,31,0.495260113,0.154710174,0.269857669,1.05,5
D062,S023,O052,6,235,4.003175576,249,0.293109713,0.381495942,0.29384703,1.05,30
D062,S024,O020,6,235,4.003175576,113,0.348269976,0.095285863,0.409466489,1.05,28
D062,S025,O023,6,235,4.003175576,410,0.214451437,0.12789836,0.094002538,1.05,34
D062,S026,O069,6,235,4.003175576,600,0.193256125,0.259153683,0.18565311,1.05,107
D062,S027,O054,6,235,4.003175576,70,0.483939677,0.225369653,0.039302168,1.05,11
D062,S028,O063,6,235,4.003175576,159,0.167777479,0.069957712,0.130372357,1.05,38
D062,S029,O058,6,235,4.003175576,22,0.090722232,0.036785238,0.101049312,1.05,4
D062,S030,O042,6,235,4.003175576,533,0.049123846,0.273615249,0.271891148,1.05,28
D062,S031,O083,6,235,4.003175576,89,0.002629244,0.11891721,0.012340148,1.05,13
D062,S032,O086,6,235,4.003175576,135,0.469888219,0.056365997,0.043821459,1.05,28
D063,S001,O004,3,176,0.420336327,544,0.015441285,0.39993713,0.047767101,1.05,12
D063,S002,O061,3,176,0.420336327,27,0.381805437,0.01616482,0.491613692,1.05,4
D063,S003,O084,3,176,0.420336327,797,0.372992677,0.000386491,0.00152113,1.05,169
D063,S004,O040,3,176,0.420336327,585,0.392959459,0.39457393,0.498815231,1.05,30
D063,S005,O074,3,176,0.420336327,36,0.042568944,0.004280635,0.087293441,1.05,3
D063,S006,O014,3,176,0.420336327,505,0.055050564,0.385744929,0.323573274,1.05,126
D063,S007,O095,3,176,0.420336327,29,0.365502327,0.314203797,0.177999519,1.05,3
D063,S008,O008,3,176,0.420336327,217,0.118365868,0.010264005,0.438577644,1.05,4
D063,S009,O044,3,176,0.420336327,721,0.432376139,0.324925408,0.144007894,1.05,148
D063,S010,O071,3,176,0.420336327,830,0.025772238,0.059916076,0.006124037,1.05,1
D063,S011,O005,3,176,0.420336327,472,0.458927508,0.08115278,0.018055532,1.05,8
D063,S012,O094,3,176,0.420336327,888,0.302089761,0.091469055,0.358945917,1.05,193
D063,S013,O049,3,176,0.420336327,33,0.068127718,0.327197905,0.351458552,1.05,6
D063,S014,O002,3,176,0.420336327,71,0.386957289,0.33590604,0.423756547,1.05,16
D063,S015,O009,3,176,0.420336327,39,0.272204984,0.243100415,0.446678,1.05,1
D063,S016,O096,3,176,0.420336327,91,0.16170145,0.264353919,0.069555674,1.05,20
D063,S017,O067,3,176,0.420336327,60,0.359928689,0.02076874,0.174232425,1.05,6
D063,S018,O037,3,176,0.420336327,232,0.083660283,0.374766445,0.463420281,1.05,16
D063,S019,O039,3,176,0.420336327,48,0.232718262,0.17994217,0.033136716,1.05,1
D063,S020,O029,3,176,0.420336327,744,0.31398409,0.144642217,0.380464816,1.05,47
D063,S021,O055,3,176,0.420336327,143,0.09821222,0.163666817,0.285033773,1.05,17
D063,S022,O075,3,176,0.420336327,31,0.495260113,0.154710174,0.269857669,1.05,5
D063,S023,O052,3,176,0.420336327,249,0.293109713,0.381495942,0.29384703,1.05,30
D063,S024,O020,3,176,0.420336327,113,0.348269976,0.095285863,0.409466489,1.05,28
D063,S025,O023,3,176,0.420336327,410,0.214451437,0.12789836,0.094002538,1.05,34
D063,S026,O069,3,176,0.420336327,600,0.193256125,0.259153683,0.18565311,1.05,107
D063,S027,O054,3,176,0.420336327,70,0.483939677,0.225369653,0.039302168,1.05,11
D063,S028,O063,3,176,0.420336327,159,0.167777479,0.069957712,0.130372357,1.05,38
D063,S029,O058,3,176,0.420336327,22,0.090722232,0.036785238,0.101049312,1.05,4
D063,S030,O042,3,176,0.420336327,533,0.049123846,0.273615249,0.271891148,1.05,28
D063,S031,O083,3,176,0.420336327,89,0.002629244,0.11891721,0.012340148,1.05,13
D063,S032,O086,3,176,0.420336327,135,0.469888219,0.056365997,0.043821459,1.05,28
D064,S001,O004,8,192,2.239817071,544,0.015441285,0.39993713,0.047767101,1.05,12
D064,S002,O061,8,192,2.239817071,27,0.381805437,0.01616482,0.491613692,1.05,4
D064,S003,O084,8,192,2.239817071,797,0.372992677,0.000386491,0.00152113,1.05,169
D064,S004,O040,8,192,2.239817071,585,0.392959459,0.39457393,0.498815231,1.05,30
D064,S005,O074,8,192,2.239817071,36,0.042568944,0.004280635,0.087293441,1.05,3
D064,S006,O014,8,192,2.239817071,505,0.055050564,0.385744929,0.323573274,1.05,126
D064,S007,O095,8,192,2.239817071,29,0.365502327,0.314203797,0.177999519,1.05,3
D064,S008,O008,8,192,2.239817071,217,0.118365868,0.010264005,0.438577644,1.05,4
D064,S009,O044,8,192,2.239817071,721,0.432376139,0.324925408,0.144007894,1.05,148
D064,S010,O071,8,192,2.239817071,830,0.025772238,0.059916076,0.006124037,1.05,1
D064,S011,O005,8,192,2.239817071,472,0.458927508,0.08115278,0.018055532,1.05,8
D064,S012,O094,8,192,2.239817071,888,0.302089761,0.091469055,0.358945917,1.05,193
D064,S013,O049,8,192,2.239817071,33,0.068127718,0.327197905,0.351458552,1.05,6
D064,S014,O002,8,192,2.239817071,71,0.386957289,0.33590604,0.423756547,1.05,16
D064,S015,O009,8,192,2.239817071,39,0.272204984,0.243100415,0.446678,1.05,1
D064,S016,O096,8,192,2.239817071,91,0.16170145,0.264353919,0.069555674,1.05,20
D064,S017,O067,8,192,2.239817071,60,0.359928689,0.02076874,0.174232425,1.05,6
D064,S018,O037,8,192,2.239817071,232,0.083660283,0.374766445,0.463420281,1.05,16
D064,S019,O039,8,192,2.239817071,48,0.232718262,0.17994217,0.033136716,1.05,1
D064,S020,O029,8,192,2.239817071,744,0.31398409,0.144642217,0.380464816,1.05,47
D064,S021,O055,8,192,2.239817071,143,0.09821222,0.163666817,0.285033773,1.05,17
D064,S022,O075,8,192,2.239817071,31,0.495260113,0.154710174,0.269857669,1.05,5
D064,S023,O052,8,192,2.239817071,249,0.293109713,0.381495942,0.29384703,1.05,30
D064,S024,O020,8,192,2.239817071,113,0.348269976,0.095285863,0.409466489,1.05,28
D064,S025,O023,8,192,2.239817071,410,0.214451437,0.12789836,0.094002538,1.05,34
D064,S026,O069,8,192,2.239817071,600,0.193256125,0.259153683,0.18565311,1.05,107
D064,S027,O054,8,192,2.239817071,70,0.483939677,0.225369653,0.039302168,1.05,11
D064,S028,O063,8,192,2.239817071,159,0.167777479,0.069957712,0.130372357,1.05,38
D064,S029,O058,8,192,2.239817071,22,0.090722232,0.036785238,0.101049312,1.05,4
D064,S030,O042,8,192,2.239817071,533,0.049123846,0.273615249,0.271891148,1.05,28
D064,S031,O083,8,192,2.239817071,89,0.002629244,0.11891721,0.012340148,1.05,13
D064,S032,O086,8,192,2.239817071,135,0.469888219,0.056365997,0.043821459,1.05,28
D065,S001,O004,3,404,0.482111277,544,0.015441285,0.39993713,0.047767101,1.05,12
D065,S002,O061,3,404,0.482111277,27,0.381805437,0.01616482,0.491613692,1.05,4
D065,S003,O084,3,404,0.482111277,797,0.372992677,0.000386491,0.00152113,1.05,169
D065,S004,O040,3,404,0.482111277,585,0.392959459,0.39457393,0.498815231,1.05,30
D065,S005,O074,3,404,0.482111277,36,0.042568944,0.004280635,0.087293441,1.05,3
D065,S006,O014,3,404,0.482111277,505,0.055050564,0.385744929,0.323573274,1.05,126
D065,S007,O095,3,404,0.482111277,29,0.365502327,0.314203797,0.177999519,1.05,3
D065,S008,O008,3,404,0.482111277,217,0.118365868,0.010264005,0.438577644,1.05,4
D065,S009,O044,3,404,0.482111277,721,0.432376139,0.324925408,0.144007894,1.05,148
D065,S010,O071,3,404,0.482111277,830,0.025772238,0.059916076,0.006124037,1.05,1
D065,S011,O005,3,404,0.482111277,472,0.458927508,0.08115278,0.018055532,1.05,8
D065,S012,O094,3,404,0.482111277,888,0.302089761,0.091469055,0.358945917,1.05,193
D065,S013,O049,3,404,0.482111277,33,0.068127718,0.327197905,0.351458552,1.05,6
D065,S014,O002,3,404,0.482111277,71,0.386957289,0.33590604,0.423756547,1.05,16
D065,S015,O009,3,404,0.482111277,39,0.272204984,0.243100415,0.446678,1.05,1
D065,S016,O096,3,404,0.482111277,91,0.16170145,0.264353919,0.069555674,1.05,20
D065,S017,O067,3,404,0.482111277,60,0.359928689,0.02076874,0.174232425,1.05,6
D065,S018,O037,3,404,0.482111277,232,0.083660283,0.374766445,0.463420281,1.05,16
D065,S019,O039,3,404,0.482111277,48,0.232718262,0.17994217,0.033136716,1.05,1
D065,S020,O029,3,404,0.482111277,744,0.31398409,0.144642217,0.380464816,1.05,47
D065,S021,O055,3,404,0.482111277,143,0.09821222,0.163666817,0.285033773,1.05,17
D065,S022,O075,3,404,0.482111277,31,0.495260113,0.154710174,0.269857669,1.05,5
D065,S023,O052,3,404,0.482111277,249,0.293109713,0.381495942,0.29384703,1.05,30
D065,S024,O020,3,404,0.482111277,113,0.348269976,0.095285863,0.409466489,1.05,28
D065,S025,O023,3,404,0.482111277,410,0.214451437,0.12789836,0.094002538,1.05,34
D065,S026,O069,3,404,0.482111277,600,0.193256125,0.259153683,0.18565311,1.05,107
D065,S027,O054,3,404,0.482111277,70,0.483939677,0.225369653,0.039302168,1.05,11
D065,S028,O063,3,404,0.482111277,159,0.167777479,0.069957712,0.130372357,1.05,38
D065,S029,O058,3,404,0.482111277,22,0.090722232,0.036785238,0.101049312,1.05,4
D065,S030,O042,3,404,0.482111277,533,0.049123846,0.273615249,0.271891148,1.05,28
D065,S031,O083,3,404,0.482111277,89,0.002629244,0.11891721,0.012340148,1.05,13
D065,S032,O086,3,404,0.482111277,135,0.469888219,0.056365997,0.043821459,1.05,28
