design_id,operational_id,connection_count,block_creation_interval,maximum_block_size,validating_node_count,node_bandwidth_heterogeneity,link_bandwidth_heterogeneity,hashing_power_concentration,relative_transaction_load,number_of_attackers,transaction_arrival_rate
D065,O024,3,404,0.482111277,109,0.107543079,0.370185632,0.33107989,0.763088384,2,76.30883835
D065,O025,3,404,0.482111277,53,0.129725034,0.023513439,0.022926164,0.647079336,9,64.70793359
D065,O026,3,404,0.482111277,104,0.335746812,0.309055962,0.214783733,0.866605062,9,86.66050617
D065,O027,3,404,0.482111277,120,0.173792118,0.275390581,0.115990185,0.594400816,1,59.44008158
D065,O028,3,404,0.482111277,315,0.161028291,0.149607497,0.243736481,0.836522744,76,83.65227438
D065,O029,3,404,0.482111277,744,0.31398409,0.144642217,0.380464816,1.001095973,47,100.1095973
D065,O030,3,404,0.482111277,96,0.291312931,0.178362873,0.260288981,0.712485371,21,71.24853709
D065,O031,3,404,0.482111277,61,0.375724597,0.298965989,0.344989603,1.023539068,2,102.3539068
D065,O032,3,404,0.482111277,449,0.47407037,0.293964396,0.333868972,0.526716923,86,52.67169234
D065,O033,3,404,0.482111277,28,0.356894295,0.285864598,0.280390934,0.572892371,5,57.28923709
D065,O034,3,404,0.482111277,172,0.339323194,0.106162856,0.193996227,0.976195745,28,97.61957452
D065,O035,3,404,0.482111277,173,0.041159595,0.256897351,0.341435098,0.936656262,22,93.66562622
D065,O036,3,404,0.482111277,83,0.318040863,0.288671609,0.125731933,0.510862581,11,51.08625812
D065,O037,3,404,0.482111277,232,0.083660283,0.374766445,0.463420281,0.901833982,16,90.18339821
D065,O038,3,404,0.482111277,765,0.137328547,0.153890662,0.395745604,0.824092212,73,82.40922118
D065,O039,3,404,0.482111277,48,0.232718262,0.17994217,0.033136716,0.784320075,1,78.43200746
D065,O040,3,404,0.482111277,585,0.392959459,0.39457393,0.498815231,0.847757244,30,84.77572444
D065,O041,3,404,0.482111277,49,0.297735298,0.268205888,0.212580592,0.765018393,7,76.50183927
D065,O042,3,404,0.482111277,533,0.049123846,0.273615249,0.271891148,0.775509181,28,77.55091812
D065,O043,3,404,0.482111277,936,0.154267686,0.332919895,0.389161836,0.694797352,211,69.47973518
D065,O044,3,404,0.482111277,721,0.432376139,0.324925408,0.144007894,0.742867678,148,74.28676783
D065,O045,3,404,0.482111277,692,0.331104768,0.086465045,0.220042135,0.679206917,59,67.92069167
D065,O046,3,404,0.482111277,402,0.241792287,0.134055119,0.264545347,1.045585484,81,104.5585484
D065,O047,3,404,0.482111277,32,0.457593053,0.357426009,0.365235909,0.729886159,4,72.98861593
D065,O048,3,404,0.482111277,45,0.221925977,0.348159922,0.204633474,0.792986797,8,79.29867968
D065,O049,3,404,0.482111277,33,0.068127718,0.327197905,0.351458552,0.638016666,6,63.80166664
D065,O050,3,404,0.482111277,322,0.206052109,0.123509785,0.230258857,0.710466564,78,71.04665639
D065,O051,3,404,0.482111277,264,0.415458501,0.161179135,0.311726789,0.922834621,12,92.28346214
D065,O052,3,404,0.482111277,249,0.293109713,0.381495942,0.29384703,0.500330142,30,50.03301419
D065,O053,3,404,0.482111277,251,0.008437374,0.219704544,0.077608614,0.857828126,11,85.7828126
D065,O054,3,404,0.482111277,70,0.483939677,0.225369653,0.039302168,0.574845385,11,57.48453845
D065,O055,3,404,0.482111277,143,0.09821222,0.163666817,0.285033773,0.601558378,17,60.15583779
D065,O056,3,404,0.482111277,345,0.064149611,0.031223606,0.23904777,0.691855779,21,69.1855779
D065,O057,3,404,0.482111277,100,0.400541493,0.216556949,0.487740957,1.038462113,22,103.8462113
D065,O058,3,404,0.482111277,22,0.090722232,0.036785238,0.101049312,0.663001423,4,66.30014227
D065,O059,3,404,0.482111277,486,0.079431167,0.248195591,0.397292534,0.804788767,76,80.47887671
D065,O060,3,404,0.482111277,273,0.451061182,0.170720182,0.061912147,0.815113055,50,81.51130546
D065,O061,3,404,0.482111277,27,0.381805437,0.01616482,0.491613692,0.675221612,4,67.52216124
D065,O062,3,404,0.482111277,442,0.418928223,0.359834489,0.417321395,0.554105019,34,55.41050193
D065,O063,3,404,0.482111277,159,0.167777479,0.069957712,0.130372357,0.943907134,38,94.39071338
D065,O064,3,404,0.482111277,358,0.061032209,0.305917985,0.455729849,0.927346891,71,92.73468912
D065,O065,3,404,0.482111277,56,0.248866638,0.340199764,0.379559452,0.583546864,5,58.35468637
D065,O066,3,404,0.482111277,149,0.351209323,0.192455527,0.149427886,0.883050134,9,88.30501339
D065,O067,3,404,0.482111277,60,0.359928689,0.02076874,0.174232425,0.648987034,6,64.89870338
D065,O068,3,404,0.482111277,871,0.148525779,0.2389906,0.43126666,0.56330551,22,56.33055097
D065,O069,3,404,0.482111277,600,0.193256125,0.259153683,0.18565311,0.968309469,107,96.83094685
D065,O070,3,404,0.482111277,139,0.286307662,0.0275532,0.151186277,0.734969069,9,73.4969069
D065,O071,3,404,0.482111277,830,0.025772238,0.059916076,0.006124037,0.854259133,1,85.42591325
D065,O072,3,404,0.482111277,41,0.447028226,0.353970092,0.321029628,0.606201119,5,60.6201119
D065,O073,3,404,0.482111277,22,0.099783277,0.097826372,0.112559894,0.548583884,3,54.85838841
D065,O074,3,404,0.482111277,36,0.042568944,0.004280635,0.087293441,0.86728622,3,86.728622
D065,O075,3,404,0.482111277,31,0.495260113,0.154710174,0.269857669,0.722353565,5,72.23535652
D065,O076,3,404,0.482111277,202,0.209924614,0.319442165,0.171734319,0.667816616,34,66.78166162
D065,O077,3,404,0.482111277,648,0.325153788,0.303515085,0.316930252,0.613107267,97,61.31072669
D065,O078,3,404,0.482111277,379,0.223960723,0.064878079,0.224272393,0.840645589,80,84.06455889
D065,O079,3,404,0.482111277,65,0.075519811,0.282963886,0.299403793,0.51375586,9,51.37558605
D065,O080,3,404,0.482111277,206,0.124478381,0.390952102,0.159201992,0.812430792,3,81.24307921
D065,O081,3,404,0.482111277,229,0.311863322,0.040757227,0.190953924,0.52059127,6,52.05912701
D065,O082,3,404,0.482111277,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D065,O083,3,404,0.482111277,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
D065,O084,3,404,0.482111277,797,0.372992677,0.000386491,0.00152113,0.993396916,169,99.33969159
D065,O085,3,404,0.482111277,66,0.183976656,0.236269207,0.120756181,0.591017322,11,59.10173219
D065,O086,3,404,0.482111277,135,0.469888219,0.056365997,0.043821459,0.952586866,28,95.25868662
D065,O087,3,404,0.482111277,23,0.111840401,0.071296914,0.089679808,0.791166307,2,79.11663067
D065,O088,3,404,0.482111277,74,0.028069089,0.054085246,0.202673962,0.619616712,14,61.96167125
D065,O089,3,404,0.482111277,55,0.492105028,0.101006081,0.474810428,0.657444473,6,65.74444725
D065,O090,3,404,0.482111277,285,0.03434851,0.377557012,0.057284121,0.757204241,14,75.7204241
D065,O091,3,404,0.482111277,85,0.181583703,0.224320695,0.138841885,0.830164928,8,83.01649276
D065,O092,3,404,0.482111277,303,0.442706311,0.172267227,0.436491903,0.897895329,53,89.78953292
D065,O093,3,404,0.482111277,25,0.276275035,0.078153424,0.291384582,0.958605081,1,95.8605081
D065,O094,3,404,0.482111277,888,0.302089761,0.091469055,0.358945917,0.915650339,193,91.56503387
D065,O095,3,404,0.482111277,29,0.365502327,0.314203797,0.177999519,0.631365154,3,63.13651542
D065,O096,3,404,0.482111277,91,0.16170145,0.264353919,0.069555674,0.545005585,20,54.50055846
D066,O001,8,692,5.932701376,184,0.252173292,0.345006223,0.414518539,1.008029851,43,100.8029851
D066,O002,8,692,5.932701376,71,0.386957289,0.33590604,0.423756547,1.030814136,16,103.0814136
D066,O003,8,692,5.932701376,43,0.48531049,0.109844006,0.373132887,0.562934186,5,56.2934186
D066,O004,8,692,5.932701376,544,0.015441285,0.39993713,0.047767101,0.621494583,12,62.14945825
D066,O005,8,692,5.932701376,472,0.458927508,0.08115278,0.018055532,0.751825682,8,75.18256816
D066,O006,8,692,5.932701376,26,0.466438896,0.19990199,0.36047691,0.537345538,5,53.73455384
D066,O007,8,692,5.932701376,20,0.141130372,0.138764594,0.166622366,0.974703346,2,97.47033455
D066,O008,8,692,5.932701376,217,0.118365868,0.010264005,0.438577644,0.70421183,4,70.42118302
D066,O009,8,692,5.932701376,39,0.272204984,0.243100415,0.446678,0.893215891,1,89.32158912
D066,O010,8,692,5.932701376,78,0.42428609,0.04657399,0.47291634,0.886241643,6,88.62416428
D066,O011,8,692,5.932701376,163,0.257766277,0.230369452,0.067376828,1.041013094,24,104.1013094
D066,O012,8,692,5.932701376,121,0.018977159,0.042108472,0.106166432,0.634587855,7,63.4587855
D066,O013,8,692,5.932701376,38,0.13035544,0.200717694,0.465695355,0.90739434,4,90.73943399
D066,O014,8,692,5.932701376,505,0.055050564,0.385744929,0.323573274,0.956197221,126,95.61972212
D066,O015,8,692,5.932701376,369,0.403527677,0.186961283,0.029180542,1.016098144,88,101.6098144
D066,O016,8,692,5.932701376,990,0.188337728,0.211915952,0.403770273,0.683522338,99,68.35223385
D066,O017,8,692,5.932701376,47,0.235947901,0.205558573,0.450421949,0.98550411,1,98.55041102
D066,O018,8,692,5.932701376,128,0.201594351,0.132120615,0.2466657,1.015365814,15,101.5365814
D066,O019,8,692,5.932701376,24,0.431629638,0.254066717,0.253740338,0.934568431,1,93.45684308
D066,O020,8,692,5.932701376,113,0.348269976,0.095285863,0.409466489,0.990902637,28,99.09026365
D066,O021,8,692,5.932701376,35,0.407381528,0.191612689,0.078494355,0.726366674,4,72.63666744
D066,O022,8,692,5.932701376,193,0.265083523,0.114415056,0.48366938,0.770574624,6,77.05746237
D066,O023,8,692,5.932701376,410,0.214451437,0.12789836,0.094002538,0.876090399,34,87.60903986
D066,O024,8,692,5.932701376,109,0.107543079,0.370185632,0.33107989,0.763088384,2,76.30883835
D066,O025,8,692,5.932701376,53,0.129725034,0.023513439,0.022926164,0.647079336,9,64.70793359
D066,O026,8,692,5.932701376,104,0.335746812,0.309055962,0.214783733,0.866605062,9,86.66050617
D066,O027,8,692,5.932701376,120,0.173792118,0.275390581,0.115990185,0.594400816,1,59.44008158
D066,O028,8,692,5.932701376,315,0.161028291,0.149607497,0.243736481,0.836522744,76,83.65227438
D066,O029,8,692,5.932701376,744,0.31398409,0.144642217,0.380464816,1.001095973,47,100.1095973
D066,O030,8,692,5.932701376,96,0.291312931,0.178362873,0.260288981,0.712485371,21,71.24853709
D066,O031,8,692,5.932701376,61,0.375724597,0.298965989,0.344989603,1.023539068,2,102.3539068
D066,O032,8,692,5.932701376,449,0.47407037,0.293964396,0.333868972,0.526716923,86,52.67169234
D066,O033,8,692,5.932701376,28,0.356894295,0.285864598,0.280390934,0.572892371,5,57.28923709
D066,O034,8,692,5.932701376,172,0.339323194,0.106162856,0.193996227,0.976195745,28,97.61957452
D066,O035,8,692,5.932701376,173,0.041159595,0.256897351,0.341435098,0.936656262,22,93.66562622
D066,O036,8,692,5.932701376,83,0.318040863,0.288671609,0.125731933,0.510862581,11,51.08625812
D066,O037,8,692,5.932701376,232,0.083660283,0.374766445,0.463420281,0.901833982,16,90.18339821
D066,O038,8,692,5.932701376,765,0.137328547,0.153890662,0.395745604,0.824092212,73,82.40922118
D066,O039,8,692,5.932701376,48,0.232718262,0.17994217,0.033136716,0.784320075,1,78.43200746
D066,O040,8,692,5.932701376,585,0.392959459,0.39457393,0.498815231,0.847757244,30,84.77572444
D066,O041,8,692,5.932701376,49,0.297735298,0.268205888,0.212580592,0.765018393,7,76.50183927
D066,O042,8,692,5.932701376,533,0.049123846,0.273615249,0.271891148,0.775509181,28,77.55091812
D066,O043,8,692,5.932701376,936,0.154267686,0.332919895,0.389161836,0.694797352,211,69.47973518
D066,O044,8,692,5.932701376,721,0.432376139,0.324925408,0.144007894,0.742867678,148,74.28676783
D066,O045,8,692,5.932701376,692,0.331104768,0.086465045,0.220042135,0.679206917,59,67.92069167
D066,O046,8,692,5.932701376,402,0.241792287,0.134055119,0.264545347,1.045585484,81,104.5585484
D066,O047,8,692,5.932701376,32,0.457593053,0.357426009,0.365235909,0.729886159,4,72.98861593
D066,O048,8,692,5.932701376,45,0.221925977,0.348159922,0.204633474,0.792986797,8,79.29867968
D066,O049,8,692,5.932701376,33,0.068127718,0.327197905,0.351458552,0.638016666,6,63.80166664
D066,O050,8,692,5.932701376,322,0.206052109,0.123509785,0.230258857,0.710466564,78,71.04665639
D066,O051,8,692,5.932701376,264,0.415458501,0.161179135,0.311726789,0.922834621,12,92.28346214
D066,O052,8,692,5.932701376,249,0.293109713,0.381495942,0.29384703,0.500330142,30,50.03301419
D066,O053,8,692,5.932701376,251,0.008437374,0.219704544,0.077608614,0.857828126,11,85.7828126
D066,O054,8,692,5.932701376,70,0.483939677,0.225369653,0.039302168,0.574845385,11,57.48453845
D066,O055,8,692,5.932701376,143,0.09821222,0.163666817,0.285033773,0.601558378,17,60.15583779
D066,O056,8,692,5.932701376,345,0.064149611,0.031223606,0.23904777,0.691855779,21,69.1855779
D066,O057,8,692,5.932701376,100,0.400541493,0.216556949,0.487740957,1.038462113,22,103.8462113
D066,O058,8,692,5.932701376,22,0.090722232,0.036785238,0.101049312,0.663001423,4,66.30014227
D066,O059,8,692,5.932701376,486,0.079431167,0.248195591,0.397292534,0.804788767,76,80.47887671
D066,O060,8,692,5.932701376,273,0.451061182,0.170720182,0.061912147,0.815113055,50,81.51130546
D066,O061,8,692,5.932701376,27,0.381805437,0.01616482,0.491613692,0.675221612,4,67.52216124
D066,O062,8,692,5.932701376,442,0.418928223,0.359834489,0.417321395,0.554105019,34,55.41050193
D066,O063,8,692,5.932701376,159,0.167777479,0.069957712,0.130372357,0.943907134,38,94.39071338
D066,O064,8,692,5.932701376,358,0.061032209,0.305917985,0.455729849,0.927346891,71,92.73468912
D066,O065,8,692,5.932701376,56,0.248866638,0.340199764,0.379559452,0.583546864,5,58.35468637
D066,O066,8,692,5.932701376,149,0.351209323,0.192455527,0.149427886,0.883050134,9,88.30501339
D066,O067,8,692,5.932701376,60,0.359928689,0.02076874,0.174232425,0.648987034,6,64.89870338
D066,O068,8,692,5.932701376,871,0.148525779,0.2389906,0.43126666,0.56330551,22,56.33055097
D066,O069,8,692,5.932701376,600,0.193256125,0.259153683,0.18565311,0.968309469,107,96.83094685
D066,O070,8,692,5.932701376,139,0.286307662,0.0275532,0.151186277,0.734969069,9,73.4969069
D066,O071,8,692,5.932701376,830,0.025772238,0.059916076,0.006124037,0.854259133,1,85.42591325
D066,O072,8,692,5.932701376,41,0.447028226,0.353970092,0.321029628,0.606201119,5,60.6201119
D066,O073,8,692,5.932701376,22,0.099783277,0.097826372,0.112559894,0.548583884,3,54.85838841
D066,O074,8,692,5.932701376,36,0.042568944,0.004280635,0.087293441,0.86728622,3,86.728622
D066,O075,8,692,5.932701376,31,0.495260113,0.154710174,0.269857669,0.722353565,5,72.23535652
D066,O076,8,692,5.932701376,202,0.209924614,0.319442165,0.171734319,0.667816616,34,66.78166162
D066,O077,8,692,5.932701376,648,0.325153788,0.303515085,0.316930252,0.613107267,97,61.31072669
D066,O078,8,692,5.932701376,379,0.223960723,0.064878079,0.224272393,0.840645589,80,84.06455889
D066,O079,8,692,5.932701376,65,0.075519811,0.282963886,0.299403793,0.51375586,9,51.37558605
D066,O080,8,692,5.932701376,206,0.124478381,0.390952102,0.159201992,0.812430792,3,81.24307921
D066,O081,8,692,5.932701376,229,0.311863322,0.040757227,0.190953924,0.52059127,6,52.05912701
D066,O082,8,692,5.932701376,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D066,O083,8,692,5.932701376,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
D066,O084,8,692,5.932701376,797,0.372992677,0.000386491,0.00152113,0.993396916,169,99.33969159
D066,O085,8,692,5.932701376,66,0.183976656,0.236269207,0.120756181,0.591017322,11,59.10173219
D066,O086,8,692,5.932701376,135,0.469888219,0.056365997,0.043821459,0.952586866,28,95.25868662
D066,O087,8,692,5.932701376,23,0.111840401,0.071296914,0.089679808,0.791166307,2,79.11663067
D066,O088,8,692,5.932701376,74,0.028069089,0.054085246,0.202673962,0.619616712,14,61.96167125
D066,O089,8,692,5.932701376,55,0.492105028,0.101006081,0.474810428,0.657444473,6,65.74444725
D066,O090,8,692,5.932701376,285,0.03434851,0.377557012,0.057284121,0.757204241,14,75.7204241
D066,O091,8,692,5.932701376,85,0.181583703,0.224320695,0.138841885,0.830164928,8,83.01649276
D066,O092,8,692,5.932701376,303,0.442706311,0.172267227,0.436491903,0.897895329,53,89.78953292
D066,O093,8,692,5.932701376,25,0.276275035,0.078153424,0.291384582,0.958605081,1,95.8605081
D066,O094,8,692,5.932701376,888,0.302089761,0.091469055,0.358945917,0.915650339,193,91.56503387
D066,O095,8,692,5.932701376,29,0.365502327,0.314203797,0.177999519,0.631365154,3,63.13651542
D066,O096,8,692,5.932701376,91,0.16170145,0.264353919,0.069555674,0.545005585,20,54.50055846
D067,O001,2,129,6.295891122,184,0.252173292,0.345006223,0.414518539,1.008029851,43,100.8029851
D067,O002,2,129,6.295891122,71,0.386957289,0.33590604,0.423756547,1.030814136,16,103.0814136
D067,O003,2,129,6.295891122,43,0.48531049,0.109844006,0.373132887,0.562934186,5,56.2934186
D067,O004,2,129,6.295891122,544,0.015441285,0.39993713,0.047767101,0.621494583,12,62.14945825
D067,O005,2,129,6.295891122,472,0.458927508,0.08115278,0.018055532,0.751825682,8,75.18256816
D067,O006,2,129,6.295891122,26,0.466438896,0.19990199,0.36047691,0.537345538,5,53.73455384
D067,O007,2,129,6.295891122,20,0.141130372,0.138764594,0.166622366,0.974703346,2,97.47033455
D067,O008,2,129,6.295891122,217,0.118365868,0.010264005,0.438577644,0.70421183,4,70.42118302
D067,O009,2,129,6.295891122,39,0.272204984,0.243100415,0.446678,0.893215891,1,89.32158912
D067,O010,2,129,6.295891122,78,0.42428609,0.04657399,0.47291634,0.886241643,6,88.62416428
D067,O011,2,129,6.295891122,163,0.257766277,0.230369452,0.067376828,1.041013094,24,104.1013094
D067,O012,2,129,6.295891122,121,0.018977159,0.042108472,0.106166432,0.634587855,7,63.4587855
D067,O013,2,129,6.295891122,38,0.13035544,0.200717694,0.465695355,0.90739434,4,90.73943399
D067,O014,2,129,6.295891122,505,0.055050564,0.385744929,0.323573274,0.956197221,126,95.61972212
D067,O015,2,129,6.295891122,369,0.403527677,0.186961283,0.029180542,1.016098144,88,101.6098144
D067,O016,2,129,6.295891122,990,0.188337728,0.211915952,0.403770273,0.683522338,99,68.35223385
D067,O017,2,129,6.295891122,47,0.235947901,0.205558573,0.450421949,0.98550411,1,98.55041102
D067,O018,2,129,6.295891122,128,0.201594351,0.132120615,0.2466657,1.015365814,15,101.5365814
D067,O019,2,129,6.295891122,24,0.431629638,0.254066717,0.253740338,0.934568431,1,93.45684308
D067,O020,2,129,6.295891122,113,0.348269976,0.095285863,0.409466489,0.990902637,28,99.09026365
D067,O021,2,129,6.295891122,35,0.407381528,0.191612689,0.078494355,0.726366674,4,72.63666744
D067,O022,2,129,6.295891122,193,0.265083523,0.114415056,0.48366938,0.770574624,6,77.05746237
D067,O023,2,129,6.295891122,410,0.214451437,0.12789836,0.094002538,0.876090399,34,87.60903986
D067,O024,2,129,6.295891122,109,0.107543079,0.370185632,0.33107989,0.763088384,2,76.30883835
D067,O025,2,129,6.295891122,53,0.129725034,0.023513439,0.022926164,0.647079336,9,64.70793359
D067,O026,2,129,6.295891122,104,0.335746812,0.309055962,0.214783733,0.866605062,9,86.66050617
D067,O027,2,129,6.295891122,120,0.173792118,0.275390581,0.115990185,0.594400816,1,59.44008158
D067,O028,2,129,6.295891122,315,0.161028291,0.149607497,0.243736481,0.836522744,76,83.65227438
D067,O029,2,129,6.295891122,744,0.31398409,0.144642217,0.380464816,1.001095973,47,100.1095973
D067,O030,2,129,6.295891122,96,0.291312931,0.178362873,0.260288981,0.712485371,21,71.24853709
D067,O031,2,129,6.295891122,61,0.375724597,0.298965989,0.344989603,1.023539068,2,102.3539068
D067,O032,2,129,6.295891122,449,0.47407037,0.293964396,0.333868972,0.526716923,86,52.67169234
D067,O033,2,129,6.295891122,28,0.356894295,0.285864598,0.280390934,0.572892371,5,57.28923709
D067,O034,2,129,6.295891122,172,0.339323194,0.106162856,0.193996227,0.976195745,28,97.61957452
D067,O035,2,129,6.295891122,173,0.041159595,0.256897351,0.341435098,0.936656262,22,93.66562622
D067,O036,2,129,6.295891122,83,0.318040863,0.288671609,0.125731933,0.510862581,11,51.08625812
D067,O037,2,129,6.295891122,232,0.083660283,0.374766445,0.463420281,0.901833982,16,90.18339821
D067,O038,2,129,6.295891122,765,0.137328547,0.153890662,0.395745604,0.824092212,73,82.40922118
D067,O039,2,129,6.295891122,48,0.232718262,0.17994217,0.033136716,0.784320075,1,78.43200746
D067,O040,2,129,6.295891122,585,0.392959459,0.39457393,0.498815231,0.847757244,30,84.77572444
D067,O041,2,129,6.295891122,49,0.297735298,0.268205888,0.212580592,0.765018393,7,76.50183927
D067,O042,2,129,6.295891122,533,0.049123846,0.273615249,0.271891148,0.775509181,28,77.55091812
D067,O043,2,129,6.295891122,936,0.154267686,0.332919895,0.389161836,0.694797352,211,69.47973518
D067,O044,2,129,6.295891122,721,0.432376139,0.324925408,0.144007894,0.742867678,148,74.28676783
D067,O045,2,129,6.295891122,692,0.331104768,0.086465045,0.220042135,0.679206917,59,67.92069167
D067,O046,2,129,6.295891122,402,0.241792287,0.134055119,0.264545347,1.045585484,81,104.5585484
D067,O047,2,129,6.295891122,32,0.457593053,0.357426009,0.365235909,0.729886159,4,72.98861593
D067,O048,2,129,6.295891122,45,0.221925977,0.348159922,0.204633474,0.792986797,8,79.29867968
D067,O049,2,129,6.295891122,33,0.068127718,0.327197905,0.351458552,0.638016666,6,63.80166664
D067,O050,2,129,6.295891122,322,0.206052109,0.123509785,0.230258857,0.710466564,78,71.04665639
D067,O051,2,129,6.295891122,264,0.415458501,0.161179135,0.311726789,0.922834621,12,92.28346214
D067,O052,2,129,6.295891122,249,0.293109713,0.381495942,0.29384703,0.500330142,30,50.03301419
D067,O053,2,129,6.295891122,251,0.008437374,0.219704544,0.077608614,0.857828126,11,85.7828126
D067,O054,2,129,6.295891122,70,0.483939677,0.225369653,0.039302168,0.574845385,11,57.48453845
D067,O055,2,129,6.295891122,143,0.09821222,0.163666817,0.285033773,0.601558378,17,60.15583779
D067,O056,2,129,6.295891122,345,0.064149611,0.031223606,0.23904777,0.691855779,21,69.1855779
D067,O057,2,129,6.295891122,100,0.400541493,0.216556949,0.487740957,1.038462113,22,103.8462113
D067,O058,2,129,6.295891122,22,0.090722232,0.036785238,0.101049312,0.663001423,4,66.30014227
D067,O059,2,129,6.295891122,486,0.079431167,0.248195591,0.397292534,0.804788767,76,80.47887671
D067,O060,2,129,6.295891122,273,0.451061182,0.170720182,0.061912147,0.815113055,50,81.51130546
D067,O061,2,129,6.295891122,27,0.381805437,0.01616482,0.491613692,0.675221612,4,67.52216124
D067,O062,2,129,6.295891122,442,0.418928223,0.359834489,0.417321395,0.554105019,34,55.41050193
D067,O063,2,129,6.295891122,159,0.167777479,0.069957712,0.130372357,0.943907134,38,94.39071338
D067,O064,2,129,6.295891122,358,0.061032209,0.305917985,0.455729849,0.927346891,71,92.73468912
D067,O065,2,129,6.295891122,56,0.248866638,0.340199764,0.379559452,0.583546864,5,58.35468637
D067,O066,2,129,6.295891122,149,0.351209323,0.192455527,0.149427886,0.883050134,9,88.30501339
D067,O067,2,129,6.295891122,60,0.359928689,0.02076874,0.174232425,0.648987034,6,64.89870338
D067,O068,2,129,6.295891122,871,0.148525779,0.2389906,0.43126666,0.56330551,22,56.33055097
D067,O069,2,129,6.295891122,600,0.193256125,0.259153683,0.18565311,0.968309469,107,96.83094685
D067,O070,2,129,6.295891122,139,0.286307662,0.0275532,0.151186277,0.734969069,9,73.4969069
D067,O071,2,129,6.295891122,830,0.025772238,0.059916076,0.006124037,0.854259133,1,85.42591325
D067,O072,2,129,6.295891122,41,0.447028226,0.353970092,0.321029628,0.606201119,5,60.6201119
D067,O073,2,129,6.295891122,22,0.099783277,0.097826372,0.112559894,0.548583884,3,54.85838841
D067,O074,2,129,6.295891122,36,0.042568944,0.004280635,0.087293441,0.86728622,3,86.728622
D067,O075,2,129,6.295891122,31,0.495260113,0.154710174,0.269857669,0.722353565,5,72.23535652
D067,O076,2,129,6.295891122,202,0.209924614,0.319442165,0.171734319,0.667816616,34,66.78166162
D067,O077,2,129,6.295891122,648,0.325153788,0.303515085,0.316930252,0.613107267,97,61.31072669
D067,O078,2,129,6.295891122,379,0.223960723,0.064878079,0.224272393,0.840645589,80,84.06455889
D067,O079,2,129,6.295891122,65,0.075519811,0.282963886,0.299403793,0.51375586,9,51.37558605
D067,O080,2,129,6.295891122,206,0.124478381,0.390952102,0.159201992,0.812430792,3,81.24307921
D067,O081,2,129,6.295891122,229,0.311863322,0.040757227,0.190953924,0.52059127,6,52.05912701
D067,O082,2,129,6.295891122,630,0.267185735,0.363424574,0.305398084,0.528725737,144,52.87257373
D067,O083,2,129,6.295891122,89,0.002629244,0.11891721,0.012340148,0.799263288,13,79.92632877
D067,O084,2,129,6.295891122,797,0.372992677,0.000386491,0.00152113,0.993396916,169,99.33969159
D067,O085,2,129,6.295891122,66,0.183976656,0.236269207,0.120756181,0.591017322,11,59.10173219
D067,O086,2,129,6.295891122,135,0.469888219,0.056365997,0.043821459,0.952586866,28,95.25868662
D067,O087,2,129,6.295891122,23,0.111840401,0.071296914,0.089679808,0.791166307,2,79.11663067
D067,O088,2,129,6.295891122,74,0.028069089,0.054085246,0.202673962,0.619616712,14,61.96167125
D067,O089,2,129,6.295891122,55,0.492105028,0.101006081,0.474810428,0.657444473,6,65.74444725
D067,O090,2,129,6.295891122,285,0.03434851,0.377557012,0.057284121,0.757204241,14,75.7204241
D067,O091,2,129,6.295891122,85,0.181583703,0.224320695,0.138841885,0.830164928,8,83.01649276
D067,O092,2,129,6.295891122,303,0.442706311,0.172267227,0.436491903,0.897895329,53,89.78953292
D067,O093,2,129,6.295891122,25,0.276275035,0.078153424,0.291384582,0.958605081,1,95.8605081
D067,O094,2,129,6.295891122,888,0.302089761,0.091469055,0.358945917,0.915650339,193,91.56503387
D067,O095,2,129,6.295891122,29,0.365502327,0.314203797,0.177999519,0.631365154,3,63.13651542
D067,O096,2,129,6.295891122,91,0.16170145,0.264353919,0.069555674,0.545005585,20,54.50055846
D068,O001,7,1076,3.074594771,184,0.252173292,0.345006223,0.414518539,1.008029851,43,100.8029851
D068,O002,7,1076,3.074594771,71,0.386957289,0.33590604,0.423756547,1.030814136,16,103.0814136
D068,O003,7,1076,3.074594771,43,0.48531049,0.109844006,0.373132887,0.562934186,5,56.2934186
D068,O004,7,1076,3.074594771,544,0.015441285,0.39993713,0.047767101,0.621494583,12,62.14945825
D068,O005,7,1076,3.074594771,472,0.458927508,0.08115278,0.018055532,0.751825682,8,75.18256816
D068,O006,7,1076,3.074594771,26,0.466438896,0.19990199,0.36047691,0.537345538,5,53.73455384
D068,O007,7,1076,3.074594771,20,0.141130372,0.138764594,0.166622366,0.974703346,2,97.47033455
D068,O008,7,1076,3.074594771,217,0.118365868,0.010264005,0.438577644,0.70421183,4,70.42118302
D068,O009,7,1076,3.074594771,39,0.272204984,0.243100415,0.446678,0.893215891,1,89.32158912
D068,O010,7,1076,3.074594771,78,0.42428609,0.04657399,0.47291634,0.886241643,6,88.62416428
D068,O011,7,1076,3.074594771,163,0.257766277,0.230369452,0.067376828,1.041013094,24,104.1013094
D068,O012,7,1076,3.074594771,121,0.018977159,0.042108472,0.106166432,0.634587855,7,63.4587855
